,RMGR,AIYR,AIYL,RMEV,AIZL,AIZR,RIAR,RIAL,RIBL,RIH,SAADL,ASGR,AVL,RIR,RIVR,ADFL,RIVL,ADFR,SMBVR,SMBVL,AIAR,PVT,DVC,AVKL,AVKR,ASIR,FLPL,AWAR,AIMR,AIBL,BDUR,SIAVR,SIAVL,BWM-VR07,ASHL,SMDDR,PVQR,RIFR,DVA,PVCR,AWAL,AIAL,BWM-VL07,BWM-VR03,BWM-VR01,BWM-VR02,BWM-VR04,BWM-VL01,BWM-VL04,BWM-VL06,BWM-VL02,BWM-VL08,BWM-VR08,BWM-VR06,BWM-VR05,ASJL,PVQL,AIML,ASGL,RMGL,BDUL,AVBR,BWM-VL03,BWM-VL05,PVCL,AUAL,PVPL,ADLL,AWCR,URBL,AVAL,ALML,AINL,ADLR,AVER,AVEL,SIBDR,RIMR,RIML,RIGL,AVHL,AVJL,SMBDR,SAAVL,ASJR,URBR,ASKL,SMBDL,AVHR,AVJR,BWM-DL06,URYVR,ASER,URXR,BWM-DL07,BWM-DL05,BWM-DL02,BWM-DL04,BWM-DL08,ALA,BWM-DR08,BWM-DR03,BWM-DR07,BWM-DR01,BWM-DL01,BWM-DR05,BWM-DL03,RIS,AVAR,AWCL,RIBR,OLQDR,BWM-DR06,BWM-DR02,BWM-DR04,SIADL,RMEL,URYDR,URYDL,IL2DR,OLQDL,SMDDL,SMDVR,IL2R,IL1L,IL1DL,IL2DL,URADL,IL1VR,IL1DR,RIPL,URADR,URAVR,OLQVR,IL2VR,URAVL,IL1VL,IL2VL,OLQVL,IL1R,OLLL,OLLR,IL2L,RMED,RMER,CEPDL,URYVL,RIPR,URXL,CEPDR,RMDVL,RMDVR,RMDR,RMDL,SIADR,SIBDL,ALMR,AINR,SIBVL,BAGL,BAGR,CEPVR,CEPVL,SIBVR,RID,RICR,RICL,AVDL,AVDR,RIFL,AUAR,ASIL,PVR,AIBR,ASHR,ADAR,AVBL,RIGR,ADAL,AFDR,ASEL,AWBL,AWBR,PVPR,RMDDR,SAADR,SAAVR,ADEL,ADER,SMDVL,RMDDL,AFDL,ASKR,FLPR,CANR,CANL,DB1,excgl,excduct,SABD
RMDVL,62720,0,0,300800,0,0,1523712,2420736,54784,768,0,0,0,0,32768,0,408832,0,796416,0,0,0,0,0,0,0,0,0,0,0,0,761856,67584,74752,0,133120,0,0,44544,0,0,0,0,886528,516352,738816,738816,106496,0,0,0,0,0,6656,0,0,0,0,0,431872,0,0,207360,258560,0,0,0,0,0,0,70144,0,0,0,211200,71168,205568,0,0,0,0,0,0,239616,0,0,0,9216,0,0,0,335616,0,0,0,227840,250880,0,0,0,0,0,6656,0,138496,0,24320,0,125952,0,0,0,26112,256,0,237824,23296,0,692224,0,96000,102144,76544,28672,630016,2042624,0,5376,13312,0,13568,0,15616,706048,89856,0,0,0,0,332032,811520,12544,0,1095936,0,1100032,0,0,0,768,0,1353984,899072,359936,28160,26880,0,0,18432,0,0,258304,0,302336,0,33024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4320768,396288,54528,0,0,109056,206336,0,0,0,0,0,0,80640,0,0
RMDVR,770816,0,0,238848,0,0,2305024,1815808,0,0,468224,0,0,0,69888,0,0,0,0,650496,0,0,0,0,0,0,0,0,0,0,0,25344,687616,0,0,0,0,0,86784,0,0,0,99584,199936,167168,0,0,298496,1027584,21504,659456,0,0,0,221184,0,0,0,0,217600,0,0,662784,9728,0,0,0,0,0,0,0,0,0,0,35072,325376,3840,0,0,0,0,0,0,0,0,0,0,4864,0,0,0,0,0,0,0,0,6400,0,0,0,0,16384,0,142848,0,152576,3584,0,47104,0,3840,167424,0,171520,2560,130304,0,550656,0,60928,0,79872,131072,0,347648,0,0,0,0,2006272,0,41728,0,0,0,33792,123648,8704,717056,848128,29440,940544,0,1083136,0,44288,345856,27136,0,856576,1353984,0,467712,714240,169472,243456,0,0,468224,0,0,0,145920,77824,0,236032,22528,35328,0,0,0,0,0,0,0,0,0,0,7936,0,0,0,0,0,214016,0,245248,0,0,53248,5138432,0,0,0,0,0,0,7936,0,0
RMDR,897280,0,0,0,0,0,1168384,1817344,82944,0,4096,0,0,0,156160,0,0,0,0,126976,0,0,0,66304,475904,0,0,0,0,0,0,0,562432,0,0,158976,0,0,0,0,0,0,0,0,0,237824,481280,0,310528,2304,105984,7168,58880,165120,0,0,0,0,0,2864896,0,0,6400,0,0,0,0,0,0,322304,19456,0,0,0,208128,0,0,564992,816640,0,0,0,0,28160,0,0,0,0,0,0,137728,0,0,0,0,0,167424,172288,0,0,0,0,0,0,0,0,0,870912,148224,0,0,0,349952,46592,90368,373760,0,0,0,0,0,459264,307712,15360,221184,0,0,0,0,0,0,0,0,0,0,0,12800,0,23040,322560,338688,22528,124160,0,0,65280,7168,0,0,251392,899072,467712,0,1390080,202752,556032,0,0,631040,0,0,652544,237568,155648,0,55808,435456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470528,5120,155392,0,0,235264,1119488,0,0,0,0,0,0,0,0,0
RMDL,2904064,0,0,0,0,0,2118400,801536,0,0,9216,0,0,0,0,0,0,0,179712,54784,0,0,0,374016,237824,0,0,0,0,0,0,225536,76544,0,0,123136,0,0,0,0,0,0,0,0,0,112128,250368,0,473856,92416,97536,181760,25344,129792,0,0,0,0,0,1113344,0,0,0,0,0,0,0,0,0,87808,207616,0,0,0,0,212992,437760,842496,206592,0,0,0,0,0,0,346112,0,10496,0,0,165120,0,0,0,0,0,79360,116992,0,0,4352,14336,99840,0,0,45056,0,730368,117760,0,100096,72704,18688,284672,154368,289280,0,0,0,70656,4096,149760,114688,165888,231680,0,0,0,0,0,0,50944,0,0,0,0,0,0,0,360448,112384,279296,29696,0,0,331008,0,0,0,263168,359936,714240,1390080,0,256256,0,0,0,218880,0,0,73216,644096,486144,0,107008,271360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868608,0,98560,0,0,240128,343808,0,0,0,0,0,0,0,0,0
SIADR,68864,0,0,0,0,190464,192000,32512,37632,0,0,0,575232,0,4096,0,216576,0,0,55808,0,1024,0,296704,414976,0,0,0,0,526848,0,813568,38400,0,42752,1169664,0,0,455168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44032,13824,33024,0,64512,0,0,0,0,14080,0,0,0,0,116736,180224,101120,72192,0,0,325376,768000,459520,114176,0,163072,512,1449216,1024,0,0,0,0,0,10752,0,167168,0,11008,0,0,0,0,0,44544,0,0,0,0,0,0,0,201472,0,0,212224,0,0,0,0,270592,0,0,0,0,0,32000,780800,0,0,0,0,0,60160,0,0,0,42752,0,26624,0,0,0,0,0,104704,0,0,0,0,0,0,0,121856,0,28160,169472,202752,256256,0,36864,0,0,2816,0,0,0,0,381696,0,324096,0,131584,0,0,0,0,0,0,0,188160,30464,66560,0,0,0,0,0,5376,437504,29696,214016,0,0,877056,83968,0,0,0,0,0,0,0,0,0
SIBDL,8704,0,211456,97536,272384,0,0,98560,276992,0,134144,0,0,0,426240,193536,508160,0,0,953600,0,0,0,0,0,0,0,0,39424,66304,0,44288,1696512,0,1536,0,0,0,183552,0,0,0,0,0,0,0,0,0,72704,8448,0,26624,0,0,0,0,0,0,0,166400,0,118272,0,0,8704,128256,0,0,0,413696,40704,3584,5888,36864,0,0,218112,23040,592128,33024,0,34048,454400,106496,23040,82944,0,1079808,0,0,0,0,0,41216,0,0,0,0,0,43520,0,0,11264,0,0,0,0,0,82432,274688,0,0,0,0,0,775936,0,84480,25088,0,0,306432,90368,0,0,0,0,0,0,0,0,0,0,0,0,34816,64512,30720,265472,0,110080,50432,60672,0,0,0,74752,0,0,6656,26880,243456,556032,0,36864,0,300800,0,1260288,0,0,0,108544,218368,44800,110848,411136,15360,116480,0,0,0,0,0,0,99072,111872,4352,241408,0,0,0,0,0,100608,18176,138240,0,0,59648,73984,120576,23296,0,0,0,0,0,0,0
ALMR,202752,0,0,0,0,0,0,0,0,0,347392,0,0,0,69120,0,0,0,79616,0,0,0,0,0,0,0,0,60672,235008,0,1048576,0,0,0,0,0,0,244736,23040,279040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200192,0,0,0,0,0,0,0,0,0,0,0,0,155904,0,17920,0,0,0,0,7936,0,0,80640,311296,0,390400,356096,150272,0,0,28672,243712,0,0,0,0,0,26368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220928,0,16640,0,0,0,61184,15616,73728,0,0,0,0,0,0,0,0,0,4608,0,0,0,0,0,126208,0,0,0,0,0,0,0,0,0,346880,0,0,0,0,0,300800,0,0,186368,0,0,159232,0,5632,0,0,65792,261376,286976,0,0,0,1706240,0,0,800768,0,0,0,0,0,0,126464,0,0,0,0,0,0,0,153344,0,0,0,0,0,0,13312,0,0
AINR,0,55552,125952,0,0,0,0,28672,258048,5376,0,98048,0,0,0,0,16384,0,0,0,47616,0,0,0,0,0,0,0,0,228352,0,0,0,0,0,0,0,0,0,0,0,65024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85760,0,0,0,0,0,0,1797632,0,0,949248,0,62720,0,1149952,0,0,0,14592,0,18944,0,0,0,0,30464,16640,0,0,0,4864,191744,0,0,905728,51200,0,0,0,0,0,0,0,0,0,0,0,0,0,39936,0,205568,423936,70912,0,0,0,0,0,16640,0,51712,6912,0,52992,0,27904,32256,40192,0,0,28928,0,0,0,0,0,0,0,0,0,0,19200,37632,51712,0,0,23552,0,0,6400,59136,0,0,0,0,0,0,0,0,0,193792,464640,0,79104,0,945152,0,0,0,107776,0,495104,46080,0,286976,0,0,0,0,0,320256,0,0,0,0,0,0,0,0,0,0,0,2192384,116480,0,0,0,0,0,0,0
SIBVL,145152,0,0,0,0,157952,0,86272,169216,339968,501504,0,0,118784,0,45056,88064,0,265728,179968,0,0,0,0,0,0,0,0,117504,78592,6912,473600,600320,0,36352,24576,0,0,1654784,24320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317184,0,308480,0,0,86528,0,12288,0,0,215552,10240,16896,0,0,174592,0,200704,40704,402176,226560,65536,34816,1531904,33792,0,107008,0,599040,0,0,13568,19200,0,0,40448,0,256,35840,0,0,0,0,0,0,48640,0,11520,99072,28416,0,176384,0,0,0,0,461312,0,768,0,0,270336,0,0,0,0,13568,0,0,13568,0,0,0,19968,48384,0,39936,16128,1280,0,0,27904,2048,90880,6144,0,193280,46848,19712,0,0,18432,468224,631040,218880,2816,1260288,186368,0,0,68608,87808,57856,0,1468416,300032,1137408,549632,520704,7936,0,0,0,443136,11264,34048,175616,180224,512,464640,0,0,0,0,97536,397824,236544,31232,0,0,0,334336,0,0,0,0,0,107264,274688,0,0
BAGL,0,1381120,119808,0,0,749824,1149952,0,373504,227840,0,0,14848,672000,52736,0,160256,27136,0,0,0,0,189696,512,0,942080,0,2560,0,327168,0,0,0,0,0,0,0,0,153600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56832,0,0,89856,0,68352,0,1475584,0,546816,0,58368,85248,0,9216,34816,0,0,45824,0,0,0,0,0,0,0,166912,14848,95488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248832,190720,1490432,0,0,0,0,0,0,0,47872,0,124160,0,0,0,2304,55808,41216,512,94976,17408,0,0,97280,70400,87808,0,0,0,0,0,0,0,0,0,0,57088,0,0,7424,0,0,0,0,0,0,0,0,193792,68608,0,2147584,305408,0,101888,456448,0,0,507392,206848,0,3840,0,0,0,0,0,162048,1058560,0,1295616,0,0,0,49152,0,0,52992,0,0,74496,0,0,0,0,0,0,0,0,0,0
BAGR,0,140544,300544,0,226816,0,0,934912,1167360,179712,0,0,0,510720,116480,0,99840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289536,0,0,7424,167168,280320,0,5376,0,325888,0,166656,0,17152,1046016,40192,26880,112384,1054208,0,0,0,50688,0,0,0,0,0,0,0,0,82688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70144,0,456960,68864,0,0,0,0,0,32256,0,47360,0,0,41984,0,0,4608,16384,0,0,77056,0,0,0,0,0,133376,125696,125952,164352,0,0,0,0,147968,0,0,79616,0,39680,32512,0,0,0,0,0,0,0,464640,87808,2147584,0,0,370944,111616,444416,0,0,350464,505088,0,72448,0,0,513280,0,0,0,211968,0,0,0,0,0,0,0,0,89088,0,0,29696,0,89856,0,0,0,0,0,0,0,0
CEPVR,12800,0,0,768,0,0,1091584,110592,0,1155584,0,51968,0,0,0,0,0,0,405760,0,15872,0,0,0,0,87552,0,0,50688,0,116992,0,0,293632,0,46336,53760,20224,0,33792,0,0,0,265728,50944,0,131328,0,0,0,0,0,547328,27904,0,0,0,0,0,0,0,52736,0,45824,0,0,0,0,87040,0,0,0,39680,0,0,269824,96000,0,0,0,0,7424,0,0,52992,345600,0,0,0,0,0,1325056,0,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,616448,0,30464,89856,0,2560,0,242944,0,0,0,0,0,0,0,0,0,0,0,0,0,569344,0,0,0,123904,254208,803840,0,0,0,0,0,0,657408,0,1024,0,0,0,177152,0,0,258304,0,652544,73216,0,0,159232,0,57856,305408,0,3072,0,37120,0,387328,439296,74752,0,0,145408,0,787456,6400,39168,129536,0,0,0,0,0,0,0,0,692224,0,0,0,0,608512,0,0,4864,0,0,0,0,0,0,0
CEPVL,0,0,0,72704,0,0,129536,787968,177664,1024512,0,0,0,0,512,0,0,0,0,360960,0,0,0,0,0,0,0,0,0,31744,0,0,28672,0,0,0,0,0,0,0,0,0,81664,0,0,0,0,145152,546048,173312,2304,246016,0,0,328448,37632,80640,78080,80384,87552,0,0,219392,0,55552,121856,0,0,164864,514816,0,439296,0,0,360192,0,0,0,0,20736,0,0,0,0,0,0,0,0,0,3584,0,0,0,0,0,0,0,154624,0,0,0,0,0,0,0,0,0,518144,0,97536,0,0,0,0,0,0,8960,0,0,0,0,41472,903936,0,0,0,0,0,0,0,44288,0,0,0,0,330496,1121280,558080,247808,0,622592,0,0,0,0,0,1506816,0,36352,0,0,145920,237568,644096,0,108544,0,79104,0,0,370944,0,0,39680,768,434688,577792,0,51200,90880,0,71936,921344,0,0,0,5888,0,32768,0,0,0,0,0,0,0,0,0,0,0,821504,23040,0,0,0,0,0,0,0,0
SIBVR,49408,0,0,117760,0,0,109824,0,138496,47104,186112,0,408832,46080,0,0,0,112128,59136,178688,0,0,0,0,0,0,0,122368,0,37632,0,703232,352768,0,0,0,0,0,1715200,102656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130560,168960,0,176640,371712,47104,0,0,221184,0,0,0,0,352000,206336,111360,0,0,1536,2816,1202432,278016,186624,0,24832,0,750336,0,0,475904,0,1185792,0,2048,0,24064,0,7936,0,0,0,0,0,0,25856,4864,0,0,0,3584,0,0,56320,0,185344,153856,115456,0,14080,39424,0,0,0,43008,0,68864,0,0,0,0,0,0,43008,0,0,3840,27392,17664,0,72448,8192,17920,18944,0,4096,0,62976,0,0,0,106496,1280,0,160256,302336,77824,155648,486144,381696,218368,5632,0,1468416,101888,111616,37120,39680,0,1225472,405504,710144,36608,575488,0,0,0,24064,95744,135680,273408,124416,125440,258816,0,0,0,0,59904,248832,182272,183552,0,0,0,370688,0,0,70144,0,0,0,539904,0,0
RID,0,0,0,91904,227840,0,0,0,85248,0,33792,0,107520,0,125440,0,43008,0,0,5376,0,133888,498688,0,287488,0,0,0,0,0,0,0,12800,0,152064,46336,0,0,483584,0,5120,4352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91904,97792,179200,104960,559360,0,0,678400,3584,830464,0,0,7424,201728,7424,640512,0,0,115712,4096,0,91904,662016,0,0,0,0,0,0,0,0,55040,297728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164096,0,0,26624,0,0,0,0,0,0,0,111872,0,32512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,44800,0,945152,300032,456448,444416,0,768,1225472,0,177152,847872,427008,1282304,0,0,0,49664,125952,0,0,204288,215808,169216,392960,16640,0,0,0,0,0,64512,0,0,0,0,372480,0,0,0,0,0,761344,0,0
RICR,214016,0,0,0,0,151552,0,17408,0,0,192768,19200,3584,0,52736,0,388352,0,686592,22528,1792,0,0,84224,73216,0,0,0,190464,0,58624,850432,119040,0,0,475392,12032,0,417792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110592,0,0,0,0,75008,0,0,0,0,393216,591616,79360,0,0,0,14848,555776,152320,160256,0,11008,0,267520,83968,0,420864,0,138496,0,66816,0,0,0,91648,134656,0,0,0,0,0,0,24576,78592,0,0,100864,0,137728,373248,0,0,267008,0,0,0,8704,0,53248,0,44032,470016,636160,219136,50176,0,0,22016,64768,33792,0,0,50432,0,164096,53504,17152,16896,56832,38144,61184,0,1024,0,0,0,216832,61440,0,54784,215808,33024,236032,55808,107008,324096,110848,0,0,1137408,0,0,387328,434688,405504,177152,0,2459648,74752,74752,0,0,0,321792,0,143360,545024,139008,0,843008,0,0,0,0,80640,22528,52992,125440,0,0,319744,192000,0,0,0,0,0,0,711168,0,109568
RICL,26624,0,0,0,66560,0,24064,0,0,258560,20736,0,0,0,78848,0,581376,0,0,412928,0,0,0,0,17664,0,0,0,0,0,0,9984,954112,0,3840,361984,0,0,683520,0,0,4608,0,0,0,0,0,0,2816,0,0,0,0,0,0,0,0,0,46080,51456,0,0,0,0,5632,0,185344,0,0,674048,733184,0,0,0,50176,0,194048,117504,80640,0,0,68352,196352,158464,0,214272,0,236032,115456,0,0,22784,0,19456,26880,0,0,0,0,0,0,0,58112,0,0,1536,0,41216,725504,0,0,368896,0,0,0,347904,0,0,0,90112,305920,727552,368384,0,58368,0,57856,55040,34048,0,0,77056,9984,35584,22784,4352,45824,36608,281088,0,3584,0,31232,0,0,186880,30208,0,46848,272640,0,22528,435456,271360,0,411136,65792,0,549632,0,0,439296,577792,710144,847872,2459648,0,254208,216832,0,0,0,286464,0,0,992768,0,0,658944,0,0,0,0,0,36608,73472,58624,0,0,333568,0,0,0,0,0,0,0,975104,0,0
AVDL,33536,0,0,0,33792,6400,0,0,0,0,22528,0,0,0,69888,0,44032,0,67072,0,0,0,0,0,0,0,158208,0,0,0,273408,15872,0,0,88832,7424,0,0,764160,521216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40448,0,51968,0,0,0,197888,0,0,28928,42496,0,78080,0,65536,290560,326400,6144,103424,542208,0,47872,49920,56064,0,270080,657152,1792,40960,0,69888,0,0,0,107008,0,55040,0,0,0,0,0,0,0,45312,0,0,0,0,0,0,0,0,203264,0,198400,66048,0,0,0,33792,0,118016,132096,80896,25344,0,81920,0,0,17664,0,0,0,75264,0,8960,0,59392,0,0,0,0,0,0,53760,0,0,12032,0,29952,0,0,46336,91136,0,35328,0,0,131584,15360,261376,0,520704,507392,350464,74752,0,36608,427008,74752,254208,0,131840,0,234240,0,477696,54016,144128,303104,978432,286464,75008,0,0,0,1024,345856,0,0,41472,0,0,219904,0,0,0,32768,0,0,0,5120,0,0
AVDR,0,0,50176,0,101632,26624,0,0,83200,0,4608,0,0,66048,117504,0,0,0,0,90880,0,0,0,0,0,0,0,0,36864,20736,0,0,72192,0,109312,0,0,0,635136,0,0,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106240,0,0,55552,234496,189184,0,0,774656,42240,307712,148992,0,384256,27392,179200,0,40704,0,691456,89088,83200,89600,240384,0,49152,0,8192,37120,30464,0,76032,727808,585472,0,0,0,26368,0,0,0,0,0,34560,0,0,0,0,0,0,0,0,195840,0,0,56064,0,0,0,0,0,80128,24576,0,25088,0,154368,0,0,56320,107520,0,0,0,0,70144,0,0,0,0,0,0,50944,0,0,41728,0,0,0,68096,96000,0,84224,42752,0,0,0,0,0,116480,286976,107776,7936,206848,505088,0,51200,575488,1282304,74752,216832,131840,0,196352,26112,0,103936,141824,76032,1536,586752,0,423936,0,0,0,0,91136,0,46080,32512,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFL,0,0,162048,0,0,0,0,0,0,0,0,0,0,0,0,66048,0,0,0,61440,0,0,0,0,0,0,0,0,0,197632,0,0,0,0,1424384,0,0,79616,0,0,107264,227584,0,0,0,0,0,0,0,0,0,0,0,0,0,103680,452352,423424,0,1061888,1494272,25088,0,0,768,0,56064,0,0,95232,0,288512,0,0,0,89856,0,0,264448,0,236032,186624,0,0,0,0,904960,0,224256,1159168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5632,0,0,0,0,0,0,0,0,0,0,0,59648,0,0,0,131584,0,45056,57856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,90880,0,0,0,0,0,196352,0,0,0,199168,0,0,0,600576,0,368896,0,176640,276480,89088,0,0,63232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUAR,0,1636352,0,0,48640,443392,572928,0,0,0,0,0,0,445440,32256,61696,0,1081088,0,0,0,0,0,0,0,0,0,0,0,141312,0,0,0,0,0,0,0,0,90112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63488,0,0,0,79360,0,0,0,0,0,0,2186752,0,422144,0,62720,240384,0,0,0,0,0,0,768,0,0,0,0,0,0,0,4608,2190336,0,0,0,0,0,0,0,0,0,0,0,0,0,137728,190976,0,1654784,8192,0,0,0,0,0,0,0,67072,0,0,40192,28928,0,0,0,0,0,86016,0,0,0,12288,0,0,0,0,0,10240,0,43520,0,0,0,0,0,0,0,100352,0,0,0,0,0,0,0,495104,0,3840,72448,145408,0,0,0,0,0,234240,26112,0,0,0,0,17408,0,0,0,3584,0,1525504,37632,0,141056,0,0,0,17920,0,0,0,0,0,0,0,0,0,178688,0,0,0
ASIL,0,0,555264,0,0,0,0,3840,35840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99584,0,0,0,403456,0,0,0,0,0,0,0,0,0,0,204032,938496,0,0,0,0,0,0,0,0,0,0,0,0,0,172288,0,0,750080,0,0,0,0,0,0,0,0,457472,943616,0,0,0,256,0,0,0,0,0,31488,0,17152,38656,0,6656,0,0,337920,0,0,0,0,0,109824,0,0,0,0,0,0,8192,0,0,0,0,0,0,0,0,0,2882304,0,0,0,0,0,0,0,0,13312,0,7168,0,0,0,0,7168,17152,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37888,0,0,0,0,0,0,0,0,0,0,0,46080,0,0,0,0,71936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525568,371712,0,0,0,0,8960,0,0,0,0,134912,0,0,0,0,0,0,0,0
PVR,228608,0,0,0,0,0,0,0,0,0,0,0,0,0,387584,0,71936,0,50688,0,0,0,0,0,0,0,75520,0,0,0,1384448,6144,0,0,0,0,49408,20736,362496,11776,0,0,0,0,0,0,0,0,17664,14336,17664,0,4608,16128,0,0,0,0,0,41728,618496,96256,0,0,0,0,0,0,0,313600,0,1086208,0,0,0,59904,35328,0,0,0,2304,117760,42240,0,0,26368,0,0,60160,217088,0,89088,0,0,0,0,0,0,0,0,0,0,0,0,13312,0,27136,0,0,0,0,14336,0,0,12800,0,0,16640,3328,15872,2048,0,0,0,96768,192768,180736,373760,5376,260864,131840,215552,98816,309248,0,209152,103936,117248,199936,0,0,0,35328,0,0,897024,173824,323584,172544,786432,0,0,0,0,0,0,1706240,0,443136,0,0,787456,921344,24064,49664,321792,286464,477696,103936,199168,0,0,0,0,0,248576,554240,0,419840,0,0,0,0,0,0,121856,0,0,0,1280,0,0,0,31488,0,0,0,434688,0,0
AIBR,0,292096,26880,33536,1028608,102144,0,89088,388608,16128,721664,407808,281856,93440,1347072,117760,99328,45056,23808,0,2229504,320768,1812992,819200,630784,176896,220672,144128,8960,364288,0,0,58112,0,0,0,120576,114688,298496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60672,0,746496,0,0,13056,104960,167168,0,1264384,0,61184,0,337664,692736,471296,208640,61952,192768,2302720,1430272,0,0,0,40192,0,0,0,195328,0,0,0,0,1999872,1536,0,0,0,0,0,54272,0,0,0,0,0,0,0,20992,777472,365312,78848,0,0,0,0,492800,0,0,111872,0,0,826112,0,1024,0,0,0,0,0,8960,0,0,0,0,0,131072,103424,96000,0,0,64768,0,0,0,0,0,101376,0,121856,0,0,0,0,0,0,0,0,286976,11264,0,513280,6400,0,95744,125952,0,0,54016,141824,0,17408,0,0,0,786688,17152,0,7936,55040,263424,321536,57600,104960,0,0,250368,130816,10752,0,200960,0,0,688128,0,0,0,0,0,0,105984
ASHR,135168,94976,0,0,0,311296,221696,0,0,0,0,0,0,64768,0,0,0,340992,731648,0,536576,0,0,0,0,0,0,1456384,83968,0,13312,57600,0,0,162048,0,335616,1531904,7424,162304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553664,0,0,0,0,0,0,0,0,0,0,0,182272,0,0,0,357632,0,0,722688,208640,0,0,1280,0,0,0,177408,96512,0,0,581376,345344,0,0,0,0,0,0,0,0,0,0,0,0,0,188416,73472,0,0,18176,0,0,0,0,0,6144,0,0,0,0,0,8704,0,0,0,0,0,0,0,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34048,0,0,39168,0,135680,0,143360,0,144128,76032,0,0,0,0,786688,0,1575936,113664,0,0,0,0,0,632064,336384,0,0,0,0,0,0,0,0,184576,0,0,0,114944,0,0,0
ADAR,117248,0,0,0,0,91648,44544,0,0,84992,38400,0,0,0,33536,0,48896,7424,47616,0,70656,0,39680,0,0,0,353536,0,10496,157440,420352,105984,0,0,0,30208,43008,371968,753664,14592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422400,0,0,0,0,0,0,0,0,811264,0,0,101632,66048,119040,423168,1131776,0,0,384256,173568,268800,115456,0,246272,0,77824,0,0,0,55296,0,271360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259072,0,0,0,0,0,0,54784,0,103680,0,0,0,31488,0,46336,0,0,0,0,15104,0,0,0,8704,207616,27136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90880,0,0,0,0,188160,99072,800768,0,175616,0,0,129536,0,273408,0,545024,992768,303104,1536,0,0,0,248576,17152,1575936,0,327936,0,114688,0,0,0,100096,235776,0,289280,66816,0,312320,385536,0,0,105216,45056,0,0,0,0,0,88576
AVBL,10496,46848,69632,135936,132608,0,0,0,95232,0,1024,0,0,59648,332288,246272,12800,0,10496,111360,0,0,0,258304,768,0,25088,0,0,645632,180480,35072,0,0,1672704,18176,0,11264,1043456,755712,109824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71680,159232,544768,0,0,684800,134144,1062400,13824,0,0,245248,277248,0,87296,4608,409600,364544,222464,352768,0,908544,393472,0,1024,0,0,0,0,506368,1353984,0,6400,0,121344,0,0,0,0,0,0,0,0,0,0,0,0,0,151296,274176,0,184064,0,0,0,0,1024,0,42496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15616,0,0,0,0,0,0,0,33792,0,19712,0,0,0,0,0,30464,111872,0,0,180224,162048,0,0,5888,124416,204288,139008,0,978432,586752,600576,0,0,554240,0,113664,327936,0,162304,668160,0,0,0,15104,1852416,0,0,100608,0,0,0,0,0,0,50944,0,0,0,0,0,0
