,RMFR,RMFL,BWM-VL02,BWM-DR06,BWM-DL03,BWM-VL01,BWM-VL07,AVFR,ADAR,RMDVR,OLQVL,URBR,URXR,CEPDR,RMEV,RICR,RMEL,OLLL,IL1DR,URXL,OLLR,RMER,RIGL,ADEL,AUAR,PVPR,DVA,AVAR,RMDR,FLPR,RMDVL,BAGR,AIYR,SAADR,BAGL,RIPL,RMGL,AIBR,SAAVR,ASHR,BDUR,IL1VR,SIBVL,RMHL,RIMR,RIBR,BWM-DR02,OLQVR,CEPDL,URAVR,BWM-DL07,BWM-DL05,IL2DL,IL1DL,BWM-DL01,RMGR,IL2R,URYDR,ALNL,PVR,URADR,IL2DR,OLQDR,AVDR,URYVR,ALNR,ADER,SDQL,RIAR,IL1R,AVEL,BWM-VL04,BWM-VL08,RIVL,BWM-VR04,BWM-VR02,ADLR,BWM-VL06,ALA,CEPVL,BWM-VL03,IL1VL,AVER,AIZL,RIVR,AVL,CEPVR,BWM-VR05,RMDDR,SAADL,BWM-VR03,BWM-VR01,BWM-VR07,BWM-VR08,BWM-VR06,ALMR,ALML,RMDDL,AVJL,AWBR,ADAL,BWM-VL05,ASIR,SMDDL,RMHR,SIBDR,BDUL,AVDL,SMBDR,AFDL,PVCR,AVHL,SIAVR,SDQR,AIBL,SMDDR,SMBVR,PVT,SIADR,DVC,SIBVR,ASJR,PVQR,ASGR,ASER,RIFR,AWCR,AFDR,FLPL,RIH,AVBR,AWAR,AIMR,AVM,SMBDL,PVCL,AIZR,AIAR,AINL,AINR,AIYL,AVJR,ASHL,AUAL,AWBL,PVPL,PVQL,ASJL,ASGL,ASEL,AWAL,SIBDL,AIML,ASKL,AIAL,SMBVL,SIADL,SMDVR,RIML,ADFL,BWM-DL08,OLQDL,URYDL,BWM-DL06,URYVL,URBL,BWM-DL04,AWCL,RMDL,AQR,URADL,BWM-DL02,RMED,BWM-DR04,BWM-DR08,RICL,RIS,BWM-DR01,BWM-DR07,BWM-DR03,BWM-DR05,RIGR,IL2VL,IL2VR,RIPR,IL2L,IL1L,URAVL,SAAVL,ADFR,AVAL,RID,AVHR,AVKR,AVKL,SIAVL,RIBL,ADLL,RIR,AVBL,ASKR,RIAL,SMDVL,RIFL,ASIL,AVFL,excgl,VB1,SABD,VA3,VA2,DB1,VA1,VB2,CANL,CANR
RMFR,0,85800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10680,0,0,0,0,0,473640,0,0,0,105600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29160,0,0,0,0,0,0,21960,0,0,0,0,0,0,0,0,0,0,156240,1086960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433560,0,0,0,459840,0,0,0,320880,0,69600,42600,13320,527880,936960,145080,408600,0,0,0,0,0,0,0,90480,152280,0,0,0,0,0,15960,0,36840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330480,0,0,0,0,891720,0,0,0,0,0,0,0,0,0,0,0,69840,600,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0
RMFL,85800,14520,0,0,0,0,0,0,0,35400,0,0,0,0,0,0,0,0,0,0,0,0,194880,848760,0,0,161520,3480,0,0,0,0,0,0,0,0,0,0,832920,0,0,0,1897560,990720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53760,0,0,0,0,552360,0,0,0,0,0,0,0,0,0,0,68760,0,0,60840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162480,797400,0,0,0,257280,947760,0,0,66240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372000,151560,134520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139440,0,0,0,0,0,0,0,0,0,0,275040,0,0,0,0,0,0,0,0,0
BWM-VL02,0,0,0,0,0,1168080,0,0,0,469080,0,0,0,0,10440,0,8280,0,0,0,0,1685520,0,0,0,0,0,0,115800,0,1920,0,0,0,0,39840,7440,0,0,0,0,0,0,0,0,0,0,0,39960,0,0,0,0,0,0,0,0,0,0,3840,0,0,0,0,0,0,0,0,0,0,0,4291080,7920,0,0,0,0,31800,0,0,177840,395400,0,0,0,0,0,0,33120,0,0,0,0,0,0,0,0,255000,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14520,0,0,0,212880,0,0,0,0,0,0,0,0,0,0,275880,0,97800,0,1800,2227440,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,632880,1096440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR06,0,0,0,0,0,0,0,0,0,0,0,0,0,270240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59040,0,0,0,0,0,0,0,0,0,28800,0,0,0,0,0,0,0,8760,0,0,0,0,0,0,0,0,623400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244320,0,0,0,0,0,79080,248040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117000,0,0,0,0,0,0,0,0,0,0,0,0,0,21120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492120,0,0,0,0,0,0,0,0,0,118920,0,0,0,0,2197560,1260960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318720,0,6120,0,0,0,0,286080,0,0,0,0,0,0,0,0,26520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330600,0,0,2802120,0,3240,3718080,0,0,0,0,17280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974960,0,0,0,0,0,0,0,0,67440,0,0,0,0,0,0,0,0,0,0,366000,0,0,0,0,0,0,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27120,96360,0,0,0,0,0,0,0,164880,11760,12720,0,0,19080,0,439920,0,498600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VL01,0,0,1168080,0,0,0,0,0,0,415680,18600,0,0,0,36720,0,0,0,0,0,4560,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,74640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414480,4636080,313800,0,0,0,0,0,0,0,0,306840,1116480,0,0,0,0,0,308520,0,0,0,71880,0,111960,0,0,0,0,0,0,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,431760,0,28800,0,0,0,0,0,0,113760,0,0,0,0,0,0,0,358560,0,0,0,0,0,0,0,0,0,68880,0,0,0,0,1061160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VL07,0,0,0,0,0,0,0,0,0,127200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375960,0,0,0,0,300480,0,0,0,0,86280,0,0,0,0,0,0,0,69120,0,0,0,1687080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVFR,0,0,0,0,0,0,0,0,269640,0,0,5280,54360,0,0,0,0,1440,7800,274080,2040,0,33000,544200,0,0,432960,297360,0,0,0,0,0,0,0,0,1343040,2040,0,951120,148920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627840,26040,18360,0,0,4440,0,51600,549240,0,0,2400,0,0,9120,0,0,0,0,0,0,289920,0,4800,63960,0,0,0,0,0,0,132600,0,0,146400,0,0,0,0,0,180480,8880,2880,0,0,484800,0,0,14400,0,25920,1263840,22320,0,0,0,5760,0,0,45480,15960,69840,0,480,0,649920,243120,1479840,0,61080,783480,0,0,0,0,346560,619320,611880,0,0,0,0,0,0,0,0,0,487800,0,1080,177960,1612440,384720,0,168600,360120,0,947040,360,5400,375360,0,219960,3960,0,0,5880,960,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,46920,117480,0,0,168600,0,138480,0,223080,19320,0,0,887880,0,3647520,27480,0,0,0,0,0,0,410640,0,0
ADAR,0,0,0,0,0,0,0,269640,0,0,0,485040,706200,96000,0,968400,0,0,0,0,0,0,0,147480,0,789720,1016640,245880,0,315960,0,0,0,516840,0,0,0,150000,0,2444520,0,10800,0,0,3585840,0,0,135120,0,74760,0,0,0,0,0,155040,10440,0,0,0,0,0,0,31920,222360,3000,311880,0,293280,0,175320,0,0,0,0,0,317400,0,0,0,0,0,113520,0,0,0,92280,0,0,0,0,0,0,0,0,746040,0,0,242400,90840,0,0,0,39480,0,415440,0,409680,707640,0,115440,526080,344880,263280,145560,0,180120,0,9600,0,649320,0,135600,0,0,260400,0,0,361320,0,1328520,98040,0,380160,116520,0,303600,254640,0,0,0,0,0,0,0,0,0,0,0,0,0,80400,0,0,0,0,11760,9960,0,0,0,0,0,0,0,0,0,0,0,171000,0,0,0,0,0,911640,0,0,0,0,0,0,0,102240,0,0,0,0,3480,302040,1220400,0,0,0,0,0,0,0,0,560280,152400,0,31920,0,0,0,0,20640,62160,0,62280,0,2640,0,0,0
RMDVR,0,35400,469080,0,0,415680,127200,0,0,0,1504680,0,0,1355400,8520,198480,0,143280,3930000,0,2138760,0,0,0,0,0,66360,87600,771480,0,2442240,0,0,0,0,2640,446760,0,388560,0,0,0,1195920,440880,0,47160,136800,0,223920,0,68640,117600,0,0,0,1001400,0,2580000,0,0,0,53640,245280,0,0,319440,0,0,3033120,1443120,344280,1286400,0,16320,0,0,0,422520,0,182880,1198560,128280,118800,0,450720,0,0,712680,325560,473040,659280,104280,0,0,0,0,0,8260080,0,0,0,1608480,0,14400,263400,18720,0,0,774840,0,0,0,99000,0,0,0,0,0,206760,0,141120,0,0,0,0,0,0,0,0,0,0,0,0,0,18480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700200,0,0,0,1764600,0,228720,840,0,42120,129600,0,38280,811440,65880,5400,0,1046760,0,0,0,2187720,91800,0,129720,0,119400,314880,10560,58560,0,0,0,2280,0,185160,78960,0,0,0,0,0,0,0,2189400,0,0,0,0,0,2343960,0,0,0,0,13200,0,0,0,0,0,0,0,0,0
OLQVL,0,0,0,0,0,18600,0,0,0,1504680,33240,0,0,0,148800,2520,420240,669480,0,137280,0,0,313320,0,0,0,51960,0,0,0,0,0,0,0,0,756240,0,0,0,0,0,0,19440,213600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984840,0,1529280,72720,0,12480,150720,0,0,0,0,0,0,0,0,0,0,0,360960,0,0,144960,0,0,0,426120,0,0,0,0,0,0,0,0,0,0,0,0,197160,0,365760,35520,0,0,0,0,0,0,0,0,3392160,0,0,0,0,0,3360,0,0,0,0,0,6720,0,9000,28200,3840,0,0,0,0,0,616680,0,0,0,912240,0,0,0,57840,0,0,0,0,1044240,228480,0,0,0,0,0,0,137400,0,0,352560,276120,0,0,0,0,0,1114080,0,0,911160,0,354600,0,0,33720,56640,92400,0,4680,0,364440,105000,51360,0,0,47760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URBR,0,0,0,0,0,0,0,5280,485040,0,0,0,2137200,1877040,0,910200,0,0,0,0,1335360,0,0,0,0,0,92400,2160,0,0,0,0,0,0,9480,0,0,0,0,0,23760,0,465360,1162200,0,2280,0,239640,0,0,0,0,0,0,0,160200,1236360,0,0,0,0,0,164880,0,0,34920,1184280,0,9960,1415040,0,0,0,0,141120,0,119520,0,3120,0,0,0,107400,0,104280,18720,836160,0,0,52680,0,0,0,0,0,193920,0,378360,0,0,0,0,0,0,662520,586440,0,319920,0,0,162600,0,118800,44520,0,0,241920,36480,0,57240,887520,40560,0,0,0,0,3360,0,0,0,49320,0,2040,0,828600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22320,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,591600,0,0,0,0,26280,0,796320,0,0,0,0,0,0,0,0,56520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXR,0,0,0,0,0,0,0,54360,706200,0,0,2137200,0,2082000,0,493560,12960,0,116160,0,389520,0,0,0,3919080,1129680,96960,0,0,0,0,166320,140280,0,202440,0,0,0,0,768720,0,124920,90600,149280,9960,1072080,0,179640,0,75360,0,0,0,0,0,832680,787200,1442280,0,0,421320,415560,399960,3240,544920,27480,840,0,1803120,462960,8880,0,0,0,11280,0,128280,0,205320,0,0,0,852840,0,0,5280,120600,0,0,0,0,0,0,0,0,412560,0,33480,32040,414000,0,0,30000,129000,136080,0,0,397800,0,0,75600,435840,69480,0,0,0,52080,6840,0,7560,4920,179280,23160,0,3480,43800,0,70080,0,330600,33360,33120,312600,0,0,0,73560,45720,130680,66120,0,63480,0,0,0,0,0,0,0,115320,0,92760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,72120,0,0,0,11760,0,546240,0,0,0,0,0,697200,0,54480,122520,0,0,0,0,829080,8760,0,114600,3120,0,0,0,0,1581000,50640,0,0,0,0,0,229080,0,0,0,0,0,0,0,0,0,0
CEPDR,0,0,0,270240,0,0,0,0,96000,1355400,0,1877040,2082000,0,0,505200,0,0,778440,0,622320,0,0,0,0,0,0,270000,777840,0,151800,0,0,0,0,0,0,0,0,0,15960,0,0,0,0,678480,0,0,0,0,0,0,0,0,0,615240,0,1402680,0,861360,1637520,841800,821040,142800,0,0,53400,0,1086000,0,409560,0,0,0,18480,0,0,0,46320,0,0,0,0,0,0,0,0,0,350280,0,0,0,0,0,0,184200,0,530640,0,0,0,0,13440,847440,1015080,0,0,0,0,0,0,0,0,0,0,8160,0,0,0,0,259560,48480,0,0,0,0,0,0,0,533280,0,0,5640,0,1106280,0,0,480,0,48960,0,88200,0,0,0,0,0,0,0,0,0,14520,0,0,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,97080,0,0,0,1440,131400,591120,334920,557520,30720,549120,347400,376080,0,0,0,123240,0,0,0,0,0,0,0,68280,0,0,0,0,0,0,0,0,73800,2400,0,0,0,0,0,0,0,0,0,0,0,0,0
RMEV,0,0,10440,0,318720,36720,0,0,0,8520,148800,0,0,0,40800,0,2359320,2002320,178800,0,780000,2854560,434040,0,0,0,209640,0,0,0,249360,0,0,0,0,157440,0,557040,0,0,0,546360,0,0,900480,1758000,0,52920,0,359640,0,48120,166560,184560,608760,0,624600,212280,0,0,224160,232800,37320,0,1964040,0,0,0,19920,77520,155880,0,0,0,0,3240,0,0,0,106200,2640,407400,142680,0,204120,1614240,44400,176520,943560,144960,205560,2160,0,0,0,0,0,1709880,0,0,0,0,0,0,0,0,0,0,0,173640,0,0,0,0,233880,628920,48600,1225680,179880,348720,36360,0,0,0,0,0,0,0,0,1693560,0,0,0,0,0,0,0,0,37800,2520,375480,0,199440,480480,0,0,0,0,0,0,0,121680,0,0,0,148800,0,1190880,40680,0,0,16440,406680,0,1031760,0,0,0,0,30480,483960,0,10185600,0,0,136560,2617200,312600,0,286200,59160,97680,321120,401760,188160,605400,45120,562680,0,0,0,235800,0,1200,105960,252600,1339440,0,742440,154200,0,1920,1202040,0,0,0,0,201600,0,0,0,0,0,0,0,0
RICR,0,0,0,0,0,0,0,0,968400,198480,2520,910200,493560,505200,0,0,0,42360,960,346440,2400,0,0,0,0,0,192000,1394280,0,0,0,0,0,167520,0,62280,208080,71040,71040,483240,0,5520,1985880,1902120,357480,0,0,376800,529320,17520,0,0,67800,0,0,454920,40080,97200,99600,376680,100200,39000,226440,113400,0,39960,0,0,3480,0,13200,0,0,969720,0,0,0,0,0,853200,0,18480,1320,0,372240,0,1131360,0,62280,480,0,0,0,0,1800,3000,19440,268680,283200,0,688320,0,0,444600,1694880,448680,0,228720,143760,0,306840,0,1925040,1974600,0,1034880,932280,11160,561000,0,476520,0,0,320040,0,0,0,0,0,0,252120,0,490200,86040,252360,0,215520,0,0,0,0,0,0,0,0,5280,0,0,0,0,0,257280,0,0,0,31200,302280,407280,636480,0,0,265680,0,0,143640,863040,0,0,5160,0,6120,0,0,0,0,3239880,284040,0,86160,40560,87960,0,83040,141360,23880,9720,4320,5160,64920,0,94800,15960,0,302280,363720,577080,0,0,3000,0,0,0,799920,0,0,0,959280,0,0,0,0,0,7440,0,0,0
RMEL,0,0,8280,0,6120,0,0,0,0,0,420240,0,12960,0,2359320,0,63720,1096560,241680,0,155520,1926120,138240,0,0,0,0,0,7920,0,4200,0,0,0,0,315000,0,0,0,0,0,49800,0,4920,0,0,1860720,0,0,1168440,0,0,371280,1445040,39000,0,3010680,50160,0,0,707880,262920,0,0,25560,0,0,0,0,1635000,0,0,0,0,81120,1031520,0,0,0,34920,240,724800,360,0,0,198480,0,0,0,0,0,64080,0,0,0,0,0,24960,0,0,0,0,0,0,117360,0,0,0,0,0,0,0,0,0,0,0,0,17640,0,0,0,0,0,0,0,0,0,0,0,670560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676400,358680,0,312120,0,0,0,0,0,391920,6840,2072400,80280,0,0,666960,0,0,0,0,0,346560,534600,276240,1271040,209400,305640,0,0,0,0,0,0,3240,0,1021200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLLL,0,0,0,0,0,0,0,1440,0,143280,669480,0,0,0,2002320,42360,1096560,0,14760,338880,421080,237000,810240,155880,0,0,0,17280,651120,0,2142720,0,0,988680,0,0,230760,165120,10200,0,0,63600,156120,0,51480,5640,0,0,357960,0,0,0,0,663720,0,0,0,0,95760,0,0,0,0,0,30000,0,0,0,16440,0,0,0,0,5640,0,0,0,0,52200,1025040,0,824400,2573640,0,0,186840,0,0,0,32160,0,0,0,0,0,0,0,1970040,0,0,79320,0,0,70200,0,64560,0,30480,0,24480,0,0,0,0,0,604800,0,105600,0,113280,92640,0,0,0,73080,0,10320,0,0,12960,0,0,0,0,0,0,0,0,83880,19320,0,0,0,1080,0,0,0,67200,0,0,0,0,49680,27120,0,330000,2880,422880,45960,0,0,457920,165240,0,268440,1234800,0,4920,72360,0,0,0,2255880,0,0,39000,229440,0,0,0,0,0,0,0,0,1899960,1264920,6360,0,0,0,0,0,21480,188160,71160,1089000,64440,0,0,0,840,470520,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DR,0,0,0,0,0,0,0,7800,0,3930000,0,0,116160,778440,178800,960,241680,14760,0,0,675960,765000,0,0,61560,0,0,0,0,0,0,52680,115440,31920,21600,0,0,0,0,0,14880,0,0,0,11760,43920,244440,0,0,0,0,0,0,0,0,0,480,2298960,0,611880,767880,2243040,3184200,240,0,0,0,0,0,496320,2400,0,0,0,0,0,51960,0,72240,0,0,0,211440,0,0,26040,0,0,0,73080,0,0,0,0,0,0,0,166680,0,23280,0,0,6840,104280,0,0,0,38520,0,0,0,0,0,0,600,0,0,10560,0,26400,0,23640,0,0,0,39360,21840,12000,0,105240,0,0,19800,0,2760,34560,0,14280,45840,56400,0,13320,0,0,0,0,0,0,0,8280,0,0,0,0,0,0,0,104160,5280,0,0,0,0,0,0,0,0,10080,0,0,0,0,453360,1920,0,0,39000,252600,0,960,0,131640,0,0,1634280,0,0,0,0,44760,0,0,40320,9360,24480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXL,0,0,0,0,0,0,0,274080,0,0,137280,0,0,0,0,346440,0,338880,0,0,0,48600,640440,102720,0,0,307920,0,1680,0,0,66120,0,18000,0,507240,1124760,152040,0,0,0,0,49560,0,0,0,0,0,1395600,0,0,0,915840,117720,0,0,0,0,0,75000,0,0,0,123120,0,0,0,0,0,0,406080,840,0,0,0,0,0,0,96840,235320,0,146160,85680,133680,0,0,0,0,10800,0,0,0,0,0,0,0,208440,0,147480,0,957840,0,0,0,0,113280,73080,136560,0,278400,0,246600,0,0,0,1320,0,0,55560,0,3000,0,0,0,0,0,0,0,0,154080,0,0,0,0,113880,0,0,0,166320,54360,179280,342840,540720,3631920,271800,1180320,8880,169200,0,0,110160,6000,573840,4200,18000,385560,54720,0,33240,830760,0,0,1658520,0,347400,1546680,0,0,0,369840,40080,0,0,0,0,263280,0,0,0,0,0,0,32400,0,0,495240,312120,67440,0,0,24480,19920,453960,0,0,4560,629760,13200,1732560,0,0,2281680,0,189240,0,137040,0,0,0,0,0,0,0,0,0,0
OLLR,0,0,0,0,0,4560,0,2040,0,2138760,0,1335360,389520,622320,780000,2400,155520,421080,675960,0,0,2074800,0,0,720,0,0,0,211080,0,41640,0,0,15120,0,0,0,6840,0,0,0,635400,70800,8760,76680,1106520,0,336240,0,18480,0,0,0,0,0,137520,1844880,69840,0,0,0,0,304080,0,177120,49560,840,0,19200,1340880,2774760,0,0,0,3120,0,130080,0,24360,0,0,0,0,0,0,134760,909360,0,3096000,964080,0,0,0,0,0,0,0,165480,0,0,0,0,20760,530640,523800,0,0,0,0,0,0,0,148440,0,136680,54360,147840,107400,0,167160,0,18720,1320,0,0,0,138000,0,0,0,0,0,0,0,125040,0,0,2640,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156600,78720,0,0,0,0,0,0,0,0,66360,550200,0,0,0,1177680,1200,0,0,182160,0,0,0,0,728040,0,0,0,0,0,0,0,0,0,0,0,39480,6120,0,0,0,0,0,28680,0,343920,0,0,0,0,0,0,0,0,0,0,0,0,0
RMER,0,0,1685520,0,286080,0,0,0,0,0,0,0,0,0,2854560,0,1926120,237000,765000,48600,2074800,17760,0,135360,0,0,0,0,186000,0,59400,0,0,0,0,211080,0,0,0,0,0,1029840,0,0,0,1312080,0,654960,1560,223440,0,0,515160,257400,8760,0,576600,428040,0,0,182400,359400,1466520,0,186480,0,0,0,0,172200,79560,496440,0,0,0,34680,0,0,0,0,0,26280,0,0,0,478320,0,0,72600,0,0,32400,0,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367680,0,50160,0,0,0,0,0,0,0,0,0,836160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13800,960,74280,0,4680,0,1206000,1685400,1616760,0,0,0,1025640,8400,0,0,0,286680,442320,344880,201360,3011280,2826840,1252080,0,0,0,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGL,0,194880,0,0,0,0,0,33000,0,0,313320,0,0,0,434040,0,138240,810240,0,640440,0,0,0,718560,0,45120,0,786480,0,0,0,2156040,25560,1064880,0,0,505800,979440,1053000,0,0,0,313560,0,489840,0,0,0,0,0,0,0,77040,115080,0,0,0,0,0,0,0,0,0,99360,0,0,719040,0,0,0,425040,0,0,0,0,0,0,0,0,0,0,26880,406680,1285080,577680,42360,0,0,0,2118120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27240,0,0,0,191160,0,0,0,0,0,0,0,4320,837360,0,3780120,0,0,0,0,0,0,0,0,0,191400,90120,0,0,0,971280,0,81360,0,0,2280,0,0,0,19200,62760,990480,0,0,0,0,3840,0,6840,0,0,748080,509040,0,1092840,158040,0,259800,423000,0,859200,0,0,0,0,1209240,19440,0,364800,0,0,0,0,0,0,0,0,907680,73920,0,0,5400,0,8040,6600,0,2760,204840,106920,1208400,1057320,106440,414600,0,470880,0,0,280440,11880,0,0,0,302160,0,0,0,0,0,0,0,0,0
ADEL,10680,848760,0,0,0,0,0,544200,147480,0,0,0,0,0,0,0,0,155880,0,102720,0,135360,718560,0,0,93840,60120,1398840,102840,342240,0,0,0,290520,0,0,0,0,221760,0,0,0,11280,0,0,0,0,0,184080,0,0,0,0,0,0,0,0,0,467520,84840,0,0,0,125400,0,0,3081960,251520,0,0,77640,88800,0,558840,0,0,0,0,0,12000,0,0,0,0,0,2400,0,0,36000,67320,0,0,0,0,0,0,161760,0,306000,0,931200,0,0,0,0,441120,177600,156360,241200,0,0,270240,0,0,0,465960,0,0,360,18720,136920,0,0,0,0,0,0,0,435960,84480,0,0,0,293760,36840,621720,0,0,175920,0,0,0,0,0,0,0,125760,3000,0,0,0,0,0,0,0,0,0,463560,0,0,0,0,0,84840,0,1083840,408000,0,0,117960,0,0,0,0,0,0,305760,0,0,0,0,865920,0,0,0,94920,502800,0,312960,0,285000,0,0,65400,218160,0,0,0,0,0,0,389760,218640,142080,0,214200,1556640,536160,0,0,0,0,0,38040,0,0
AUAR,0,0,0,0,0,0,0,0,0,0,0,0,3919080,0,0,0,0,0,61560,0,720,0,0,0,0,1680,240840,792120,0,0,0,39120,2653200,0,161520,0,0,128640,2880,0,0,0,0,0,399000,2698920,0,26640,0,0,0,0,0,0,0,0,137520,0,0,0,0,0,12840,63720,22680,0,0,0,1186440,1440,0,0,0,0,0,0,0,0,0,0,0,0,219120,49080,68880,0,174360,0,0,0,0,0,0,0,0,0,0,0,0,33360,0,0,0,0,0,167160,0,243120,0,0,0,105240,0,0,279360,0,0,0,0,0,0,0,0,0,115200,0,75960,2642400,0,117840,322080,7560,0,163440,0,9120,374160,0,4040040,312480,29160,0,0,190320,0,0,0,0,0,0,0,0,0,0,0,0,0,13320,0,419880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,2293440,0,0,0,0,0,0,102360,0,1166640,0,0,0,0,0,0,0,0,0,0,0,0,318840,159360,0,0,0
