,URYVR,IL2VL,RIBL,OLQDR,RIR,BWM-VR07,AIAL,RIMR,AIYR,ASJR,ALNL,BAGL,IL1VR,AFDR,OLQDL,RIS,FLPR,BWM-DR07,PVCL,AVKL,IL2DL,AIBR,SIAVL,IL1DR,URXL,ASKL,ALA,BWM-VL07,SMBVR,DB1,AINR,IL1R,IL2DR,RMGL,BWM-DL04,RIVR,SAADR,SIBDR,URYDL,AIML,IL2VR,BWM-VL08,DVC,RMDR,RIBR,ASER,ADLL,BWM-VR06,BWM-VR04,OLLL,URBL,AVBL,AWBR,AVBR,AVDR,BWM-VL04,ASIL,RMER,AVHR,AIZR,DVA,SMBVL,BAGR,AWCR,BWM-VL02,BWM-DL03,RMHR,BWM-VL03,URADR,IL2L,VB2,OLLR,RMHL,IL1L,BWM-VL01,AVFR,URADL,SAAVR,IL2R,URAVR,PVR,BWM-VR05,ASHR,RMEL,URYVL,URXR,SMDDR,AVKR,AVFL,BWM-DR04,RIPL,RIPR,AWBL,AWAL,BWM-DR06,SIADR,AVAL,BWM-DL06,OLQVL,SMDVL,URYDR,BWM-DL07,RMDL,AWCL,AUAL,VA1,RIH,BWM-DL05,RIVL,ASHL,RIAR,RMDDR,SMBDR,RMEV,RIAL,URAVL,BWM-VL06,SIBDL,IL1DL,AVER,SIAVR,AFDL,RIGL,SAAVL,BWM-VL05,ASEL,SMBDL,CEPDR,RMDVR,AIAR,RIFL,AVEL,ASKR,AIMR,RIGR,SMDVR,CEPDL,ASJL,CEPVL,AVDL,RIFR,SABD,OLQVR,BWM-DR02,SIBVR,ADLR,AWAR,ASIR,SABVL,BDUL,VB1,ASGR,RMDDL,BWM-DR03,AIYL,AVJL,FLPL,IL1VL,AIBL,BWM-VR02,excgl,ADFL,ASGL,SIADL,SMDDL,URBR,SIBVL,RICL,SAADL,ADEL,ADAL,AIZL,CEPVR,RIML,AINL,AVHL,RMED,ADFR,PVQL,PVPR,PVT,PVPL,PVCR,PVQR,ALMR,BWM-DL08,BWM-DR08,ALNR,CANL,AVAR,AVJR,AQR,RMDVL,RMGR,AVM,RICR,BDUR,ADER,ADAR,ALML,BWM-VR08,SDQR,RID,BWM-DR05,AUAR,BWM-DR01,BWM-DL02,BWM-DL01,BWM-VR01,BWM-VR03,AVL,CANR
FLPL,0,0,0,0,0,0,0,151080,41400,0,0,0,0,0,0,56280,833640,0,640680,0,0,0,0,0,0,0,0,0,4680,8520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202800,0,119160,0,0,0,0,0,0,251760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3720,0,0,14040,0,0,0,0,0,44400,0,0,0,0,0,0,20040,0,0,0,0,0,0,0,57120,0,0,5400,0,0,0,0,0,0,0,107760,0,0,0,0,0,0,0,428400,101640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148920,0,0,0,0,0,0,0,0,0,0,26760,0,0,0,0,0,0,0,0,28800,0,0,0,15240,0,0,517680,6600,1440,0,0,0,0,0,0,159960,0,67680,0,36240,76800,170640,38280,0,0,13440,0,0,0,0,0,0,0,0,0,0
IL1VL,0,567840,0,0,82560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33480,20760,0,13080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593280,0,0,0,0,0,0,0,48120,0,0,107640,21600,35760,0,71520,0,0,0,0,112560,0,47520,0,234480,35520,0,0,0,0,0,88920,0,0,873480,1248480,0,0,0,0,0,727200,0,0,0,0,0,0,0,731760,0,0,0,0,0,0,0,129360,0,0,0,0,0,0,476160,0,262320,0,19560,0,0,0,0,0,0,0,0,3480,0,49800,0,0,0,0,0,0,0,0,0,521400,0,0,0,0,0,9000,0,0,0,0,0,0,0,2792400,0,0,0,0,0,0,0,0,0,0,24120,30600,0,20880,49800,0,0,0,0,0,0,0,0,286800,0,0,0,17040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBL,46680,0,0,0,17760,0,2328960,1484040,0,0,0,304920,51240,0,0,81960,125280,0,0,467040,0,33480,0,0,0,209040,0,0,0,0,327960,0,0,0,0,0,373680,4440,0,0,44640,0,735720,0,562800,87600,301680,0,0,0,0,749520,12480,0,30480,0,381120,0,7680,969840,278160,0,11640,609000,0,0,407520,0,0,0,0,3600,30000,0,0,0,0,15480,0,25680,0,0,44400,0,0,8520,1165800,478920,0,0,0,0,99720,242160,0,699720,798960,0,0,19320,62400,0,0,1742640,46920,0,0,0,487560,215880,179400,0,132360,160920,0,0,0,0,0,264720,36720,558120,0,83400,0,2520480,0,0,0,14880,120240,350160,0,0,870120,226200,0,0,120,17040,0,0,0,0,113640,0,0,0,0,0,0,0,0,0,513120,0,0,0,0,0,0,125400,348000,0,0,0,78240,0,269280,0,9000,78240,0,391800,273360,0,84480,59880,15240,146520,591960,0,0,0,0,0,0,0,0,173400,0,335400,0,21960,0,18360,0,0,120480,0,0,2280,0,0,40800,0,0,0,0,0,0,0
BWM-VR02,0,0,0,0,0,0,0,0,0,0,0,0,19800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28560,0,0,155520,0,0,0,0,0,1440,0,0,0,0,0,18480,0,0,0,17760,1374240,0,0,0,0,0,0,0,0,10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506400,0,0,0,504480,0,0,0,0,0,90480,0,65760,0,0,0,0,0,0,0,0,0,0,49440,0,0,0,0,0,0,0,0,77160,0,4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198840,0,0,0,0,0,0,0,10680,0,0,0,0,0,0,0,277560,0,0,0
excgl,0,0,0,0,220680,0,0,0,0,1920,0,0,0,0,0,532560,0,0,0,2160,0,0,181920,0,0,0,0,0,1284240,0,0,0,0,99360,0,440040,413280,0,0,35760,0,0,111240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,561120,0,0,0,0,119160,0,0,0,30480,0,15480,0,0,42360,0,11880,0,0,10800,2160,0,0,0,0,4440,37440,333840,0,0,0,0,0,0,9000,15000,0,0,0,0,0,0,0,0,0,0,0,479880,0,0,18120,64560,0,0,0,0,0,0,0,177480,0,168000,42480,0,0,72120,0,5040,0,5760,0,0,60960,207000,9600,0,0,0,2040,69480,0,0,0,373920,0,0,0,0,47640,73320,41760,76080,0,0,4200,0,0,0,0,0,0,0,240,278040,0,176520,259800,494280,267840,0,0,0,0,0,0,0,0,0,0,0,0,6240,18480,76680,0,0,0,0,0,0,22800,3600,96360,0,332280,171840,307320,0,0,0,39840,41040,0,0,0,0,0,0,0,73560,0
ADFL,0,0,138480,0,1168800,0,135240,24840,0,0,0,0,0,0,0,0,0,0,0,0,0,15240,1560,0,923160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25920,0,0,0,0,0,37680,0,0,0,0,0,42360,146520,0,78480,0,9960,0,399480,111240,109080,726720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,47160,0,0,0,0,0,0,0,989880,700920,0,0,0,0,72600,0,0,0,0,31560,510000,0,0,0,0,460080,0,0,0,0,550680,0,0,0,0,0,0,399480,25200,0,0,651240,194160,0,0,0,84720,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,575880,0,0,0,125400,0,0,0,0,0,0,0,35760,11760,0,0,224520,1928040,0,123720,0,0,0,286800,21600,25800,0,22800,0,0,0,0,0,0,0,0,0,42120,0,0,0,0,0,0,0,0,0,0,0,0,49320,0,0,0,0,0,0,0
ASGL,0,0,3120,0,0,0,1149720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25440,0,0,0,0,20640,0,0,0,0,0,0,0,0,1130160,0,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,787320,0,0,0,0,254160,0,97680,0,0,0,0,0,0,0,0,0,0,0,31080,0,100440,0,0,0,0,0,0,0,0,0,0,7080,0,0,0,20040,384600,0,0,0,0,0,0,0,0,0,675960,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311760,0,0,0,0,0,0,0,0,0,4800,0,178560,156480,0,0,0,0,0,82440,0,0,0,0,0,80040,0,0,0,70680,0,0,0,348000,0,0,0,0,0,0,0,0,180360,0,0,0,40920,0,0,53880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIADL,0,14280,82920,1080,600,0,0,150000,0,14640,0,0,0,0,0,0,0,0,0,388200,0,501480,498480,0,0,0,30720,0,0,0,0,0,0,2280,0,0,40920,63840,42960,0,0,0,0,170520,20040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586800,11880,0,0,0,0,15720,0,0,0,0,0,164400,0,0,0,0,8400,0,0,0,0,0,0,110160,0,0,627120,0,0,0,0,0,0,0,137400,5880,0,0,719040,0,0,300840,0,0,0,0,0,0,0,54000,84000,0,10440,383160,24120,0,552120,0,168840,51000,0,174360,159120,0,0,1691280,0,0,0,0,96600,0,99480,0,944160,0,0,0,0,0,0,0,0,120000,2640,0,0,0,0,0,0,185520,0,0,0,0,24120,0,0,240,0,0,0,435240,1920,410640,343560,595200,3720,154560,124920,0,214920,0,0,0,0,0,0,0,7680,0,0,276480,0,0,179520,0,324840,0,0,122400,101040,0,15480,0,0,27600,0,0,134160,0,0,0,0,0,0,0,0,0,0
SMDDL,0,0,147120,2040,32400,0,0,1940880,0,15840,0,0,0,0,0,769080,16560,111360,0,0,0,1157160,18360,8280,0,0,23400,0,0,0,4320,0,0,44760,0,1175280,0,1440,0,0,0,0,840,241680,347520,0,0,0,0,96840,0,0,0,12840,0,0,0,0,1920,0,0,154920,0,0,0,0,406080,60000,0,0,0,473040,331200,0,84240,0,0,2436600,7080,0,0,0,0,0,4200,74520,215520,4200,36360,20520,0,0,0,0,0,0,126000,0,0,101280,242640,0,179520,0,0,0,0,0,0,0,1371480,3480,0,28920,1049040,0,0,271560,0,7920,14040,0,0,435000,0,0,30480,576960,2760,0,0,415080,0,11040,0,3622320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366240,225120,0,3480,0,30600,0,0,278040,0,0,435240,16560,118920,0,365640,361800,102000,65280,0,0,729720,0,0,515520,0,0,4680,0,0,0,0,65160,0,0,343200,0,835800,2880,0,0,117000,0,140520,0,139440,26640,0,0,0,0,35040,0,39480,0,3000,19440,40200,120,1440
URBR,0,0,0,123120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12360,0,0,0,0,0,0,0,6600,0,102720,0,0,578520,0,0,0,0,0,318360,0,0,0,0,0,3240,0,0,0,0,11520,0,0,0,0,28080,0,0,0,13800,0,0,31560,0,0,0,0,0,14880,0,0,0,0,326040,0,0,0,0,0,129000,223920,3120,3840,0,15960,1920,0,237840,0,0,0,125160,0,0,0,0,0,0,0,0,0,0,0,0,396240,0,0,0,0,0,0,0,0,480,2280,0,0,0,0,0,0,29640,124680,0,0,0,0,0,377640,434280,5160,0,0,0,0,0,0,5040,0,0,0,7920,0,0,134160,0,474120,6960,0,0,0,0,0,0,77880,0,0,136800,0,0,0,0,0,0,0,1920,118920,0,266520,212640,131160,0,0,0,398280,0,0,0,0,0,0,0,3960,0,0,0,290280,0,0,0,0,0,0,0,0,0,0,456840,0,81480,404880,0,0,21840,0,0,0,0,0,0,0,0,0,3360
SIBVL,100200,17160,89640,0,720,0,0,0,0,0,0,92880,14280,0,413280,0,0,0,289560,0,0,195960,417960,0,0,0,0,0,176760,67440,0,0,0,366480,50280,0,12720,376080,0,0,14160,0,0,558840,86520,0,0,0,0,0,132360,88560,0,52200,40320,0,0,0,0,9480,1767000,11760,111240,0,0,0,218040,0,0,7200,0,0,133320,240,0,0,0,1080,0,20280,37560,0,27600,0,55680,0,102600,6840,0,0,0,6960,0,0,0,38160,0,360,8040,0,0,7440,183960,0,0,0,0,0,31560,0,0,458280,1101360,0,111480,32400,0,1272600,0,141480,255240,0,5880,1200,0,0,1001160,75840,415800,0,0,0,0,110760,0,0,258840,0,3480,238680,0,3600,54840,0,1301400,0,0,0,0,0,0,0,599640,0,0,18360,26760,20880,78240,0,176520,35760,0,410640,0,266520,0,189720,89760,0,248400,0,52560,198840,0,0,0,0,0,0,0,28800,28680,34320,38640,3360,0,0,0,1560,0,156000,190080,107640,112200,1061760,198120,0,63960,0,0,490920,105840,0,0,0,0,0,0,0,0,0
RICL,58680,51600,0,199440,0,0,14040,137640,0,0,0,0,46440,0,208680,106080,4080,6120,0,31560,48600,42120,658560,0,40080,0,0,0,9240,0,0,0,0,142920,0,487920,720,21960,1320,106680,3720,0,0,106320,0,0,0,0,0,3360,206400,101400,0,17040,80880,2880,0,0,0,0,318840,301440,0,0,0,11760,540480,4200,30720,23160,28560,6960,1676280,0,0,204720,70560,11400,20760,0,46440,0,0,0,0,45120,35280,44520,0,0,0,720,0,0,0,14040,222720,0,80040,101400,0,5280,17880,0,0,0,0,0,223680,255960,30360,394800,136200,0,0,1560,0,370680,0,0,33720,0,0,0,2880,0,458040,348480,0,0,3720,0,0,0,0,195240,249720,0,391200,5640,0,0,42120,0,1118880,0,0,0,0,79680,33240,0,96600,6720,0,0,0,49800,0,0,259800,11760,180360,343560,365640,212640,189720,0,6000,57720,462120,81480,114600,148680,0,0,0,0,0,0,0,0,39600,0,27360,0,0,0,0,162360,62640,0,48000,71400,0,1616520,0,0,775560,0,0,817680,369960,5760,0,0,0,0,0,0,0,0
SAADL,0,0,0,0,0,0,0,1722840,0,0,0,0,0,0,0,0,0,0,0,2160,0,524520,9840,0,0,0,0,30840,45240,0,0,5760,0,174480,0,1173000,771000,0,960,0,0,0,96360,4080,1560,0,0,0,0,2640,0,0,0,0,0,0,0,0,0,0,0,2151120,0,0,0,0,65280,0,0,0,0,254880,335640,0,0,0,0,783600,25320,0,0,0,0,0,0,720,0,357240,163560,0,0,0,0,0,0,0,102720,0,0,11400,0,0,0,0,0,0,0,0,0,0,0,0,18720,0,143040,0,29520,0,0,97320,0,0,1394520,2880,0,0,523440,0,169200,0,0,76320,0,0,449640,1657800,0,0,0,22800,6240,0,0,0,98400,0,0,0,0,0,0,0,602040,0,0,0,0,0,269280,0,494280,0,0,595200,361800,131160,89760,6000,1440,491040,245640,0,0,1142640,0,0,0,0,0,0,49680,0,0,0,97320,0,0,31560,0,232560,0,0,0,72240,0,72240,0,0,12000,0,0,398160,0,0,0,0,0,0,0,0,0,0
ADEL,0,0,0,0,23400,0,0,588600,0,0,158760,0,0,0,0,204960,0,0,0,409440,0,144960,0,0,0,0,26760,0,0,0,0,0,0,27480,0,390840,54600,49200,0,0,0,0,569400,67560,0,0,600,0,0,49200,201240,0,0,0,21720,0,1080,0,0,0,45000,43440,0,0,0,0,5640,0,0,0,17760,0,160680,151080,0,62160,0,543000,0,0,0,0,0,0,0,0,69720,974520,472440,0,0,0,0,0,0,0,0,0,0,143160,0,0,41760,0,0,0,0,0,46800,0,0,0,40800,0,0,0,0,0,0,241560,0,0,939960,106800,0,0,22560,0,0,0,5640,0,0,0,0,372960,0,0,0,62400,0,0,0,0,0,0,0,0,0,86400,142440,0,0,0,0,100680,0,0,0,0,267840,0,0,3720,102000,0,0,57720,491040,0,316920,5160,0,0,71520,70440,0,0,101400,0,112800,8160,0,0,0,0,0,0,0,680040,0,0,0,0,0,0,0,0,0,86400,0,0,10080,0,0,0,0,0,0,0,0,0
ADAL,0,7680,0,0,0,0,31440,65880,0,0,0,0,0,0,9960,0,0,0,0,0,0,109200,149160,0,436320,118800,0,0,0,0,0,0,0,249600,0,76680,2280,103680,61560,0,0,0,0,0,0,0,205440,0,0,0,293520,385800,0,453120,372960,0,0,0,259440,0,723240,25920,0,0,0,0,23160,0,0,0,9360,0,126720,0,0,67200,0,146520,0,0,12000,0,960,0,93240,0,1080,5280,89160,0,72480,0,56280,3840,0,50520,240960,0,97920,0,0,0,0,0,0,0,0,0,36360,1103880,0,6000,123600,0,76080,31320,0,244800,0,5760,0,0,8160,50760,0,0,154440,0,0,0,70560,1200,0,0,0,85680,22800,0,82320,84720,0,0,0,0,69240,0,0,0,0,336360,0,0,0,0,0,0,0,0,9000,0,0,224520,0,154560,65280,0,248400,462120,245640,316920,0,116760,0,765720,0,0,0,0,486960,0,0,250560,71640,0,0,0,0,0,0,808560,139080,0,0,0,0,379320,0,0,50280,433800,0,0,352440,0,0,0,0,0,0,0,0,0
AIZL,0,0,1397640,0,885720,0,222240,0,0,0,0,35280,0,0,0,0,0,0,0,0,0,1206240,0,0,265560,0,0,0,0,0,0,0,0,0,0,0,0,19680,480,33360,0,0,111480,0,105840,127560,0,0,0,0,0,24840,15960,9960,25680,0,16440,0,336000,257880,703920,1467240,548160,174960,0,0,10800,0,0,0,0,0,0,0,0,44160,0,0,0,0,0,0,101160,0,0,0,0,0,0,0,0,0,679560,588000,0,0,215880,0,0,720,0,0,0,110640,437160,0,0,0,0,110400,0,0,0,4800,1963800,0,0,130800,0,322200,0,392880,587040,0,0,454680,830880,0,0,0,0,1320840,0,0,0,37680,0,0,0,30720,0,0,0,0,55320,0,0,0,0,0,33480,0,0,0,1776000,0,0,0,78240,0,0,1928040,40920,124920,0,0,0,81480,0,5160,116760,0,0,1019400,0,0,0,81480,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,49080,0,0,0,0,0,0,0,0,0
CEPVR,656760,0,0,0,48240,242160,0,0,0,0,0,15480,672360,0,0,254280,0,0,6120,0,0,0,0,0,0,0,0,0,494400,0,0,0,0,0,0,0,1080,88080,0,0,199680,0,0,748800,190200,0,0,374280,33240,0,0,0,51600,34320,0,0,0,0,0,17520,0,0,0,0,0,0,46920,0,0,0,0,648240,0,0,0,0,0,0,0,96960,704400,172800,3360,0,0,88920,0,0,0,52200,0,7320,0,0,0,0,0,0,0,519360,0,0,54600,0,0,0,0,0,16440,0,604560,502920,0,0,147120,0,0,0,0,0,39360,0,0,0,0,0,0,0,0,0,0,374760,0,0,0,0,0,0,0,33240,11040,0,325200,0,1560,64800,0,0,0,0,0,0,0,0,0,11760,0,0,0,3840,0,0,0,0,0,398280,52560,114600,0,0,0,0,0,10800,1920,61200,0,21240,0,16800,0,0,13200,0,434880,0,0,0,0,0,0,0,90240,0,0,266640,0,0,3120,0,15840,130200,0,0,146040,0,0,0,22560,295560,0,0
RIML,0,19440,813600,0,0,0,0,328920,0,0,0,0,0,0,0,1074120,0,0,0,1047480,0,1561560,209760,0,0,0,0,0,0,0,0,0,0,5280,0,63600,1223040,166800,96240,0,0,0,48120,1462920,94080,0,0,195240,111240,62880,0,835560,0,354600,123360,0,33840,0,36120,0,212880,401520,110640,0,0,0,3600,0,0,0,0,80280,391320,0,0,0,0,1976520,0,0,0,0,0,0,2160,0,1181520,514560,0,16560,0,0,0,0,193440,173160,619320,0,0,1313040,0,0,49680,62760,246480,0,0,0,450840,439920,0,0,0,0,271920,0,0,639480,0,373920,0,1920,539280,1517160,0,0,152760,0,600,0,184200,453600,0,0,247680,979440,0,4440,0,6120,0,0,0,0,19920,0,0,0,0,0,600,0,0,0,81120,0,0,0,391800,0,0,123720,0,214920,729720,0,198840,148680,1142640,0,765720,1019400,10800,0,0,0,0,0,0,0,0,55320,0,0,0,0,0,0,0,1313880,101640,0,0,48720,0,178080,0,0,0,0,0,0,39360,0,0,0,0,0,0,0,0,0
AINL,14040,0,4080,14400,0,0,87600,0,163440,0,0,918120,0,1949880,39360,128040,0,0,0,0,10560,312120,0,30480,0,84120,0,0,0,89760,1263360,13800,9720,0,0,50880,0,0,27840,0,0,0,0,0,301800,389520,48120,0,0,480,0,0,0,0,0,0,134160,0,0,0,0,0,0,251400,0,0,0,0,3600,0,0,12120,0,0,0,0,0,25800,26160,0,0,0,0,0,0,6960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104520,295920,8520,2040,0,0,0,51240,0,0,84600,0,0,0,0,21240,0,0,748560,0,0,0,975240,0,480,0,3960,0,0,0,0,0,0,10800,5400,0,151920,0,0,0,0,0,0,0,18720,0,0,0,0,0,0,30960,214200,0,0,273360,0,0,0,53880,0,0,0,0,0,0,71520,0,0,1920,0,0,23520,25200,0,0,0,0,0,0,0,0,0,0,0,0,29400,0,0,0,0,11400,0,0,0,0,4440,0,0,625920,0,1362360,0,0,0,0,0,0,0
AVHL,50040,0,0,0,774000,0,0,6960,0,0,0,0,0,0,22080,0,0,0,86160,165240,3600,1200,0,0,41280,0,9720,0,183840,0,0,0,0,0,0,0,5520,19200,19320,52920,0,0,0,0,0,7800,0,0,0,0,0,327480,1194600,139320,0,0,0,0,100440,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,2760,0,528000,0,0,357240,0,0,0,0,0,0,150000,0,0,0,410160,0,0,274200,0,0,0,0,0,0,0,0,70800,229320,4920,0,0,0,0,0,0,0,20400,0,0,0,0,0,0,0,0,0,0,0,286320,0,0,0,0,0,38160,6240,0,458280,97920,0,87600,0,0,168960,83160,0,0,128640,0,0,0,0,0,699120,28800,0,0,0,0,0,0,0,0,0,0,0,0,70440,0,0,61200,0,23520,0,0,473880,0,2060760,83880,72360,239400,0,23520,0,0,0,0,35400,15960,348360,0,0,0,0,0,0,312120,186000,0,0,0,0,0,0,0,0,0,0,90600,0
RMED,24360,122640,357960,105840,0,0,0,1920,0,0,0,0,0,156720,197280,1379400,0,17400,0,30120,369600,0,0,258120,0,0,0,0,0,0,2280,0,207360,0,0,0,0,0,382560,0,150600,0,206160,0,632280,80880,0,0,0,693960,0,0,0,0,0,0,0,1593720,0,0,0,0,33360,0,0,62040,0,148320,220440,265440,0,814560,0,0,217080,0,9240,0,132120,364560,0,0,0,1236240,76560,0,137400,0,0,0,146160,320880,0,0,0,0,0,0,110280,11280,926880,15840,0,0,0,0,2299080,80640,0,0,0,169800,148920,4421760,18960,402600,0,0,235200,960,0,0,108840,0,0,0,178200,0,888600,0,0,107880,0,0,370920,168840,0,0,0,20160,0,0,0,0,0,0,0,0,0,0,0,0,112080,89520,0,0,0,286800,84480,0,0,0,0,0,515520,0,0,0,0,0,0,0,0,0,25200,0,5760,0,0,0,451080,0,0,0,0,0,0,0,0,0,0,0,633600,0,0,0,0,0,0,0,0,0,133680,38160,0,128520,0,120960,125160,83640,465480,0
ADFR,5880,0,0,0,1028760,0,0,26280,236280,0,0,3600,0,230280,0,0,0,0,0,0,0,255120,0,0,0,0,0,0,290160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274440,448320,0,0,0,0,0,0,1174080,104640,0,0,0,0,0,1997040,84360,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149400,0,0,1107360,0,0,0,0,0,0,63240,0,0,0,0,0,0,0,0,0,0,0,87480,0,0,0,0,0,593280,0,34560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162840,0,4320,0,0,94080,0,0,0,0,0,195720,0,0,0,172320,0,186120,26280,0,0,0,0,0,0,0,0,0,0,59880,0,0,286800,0,0,0,0,0,0,0,0,0,81480,21240,0,0,473880,0,0,0,25440,0,0,0,41880,0,0,0,0,0,0,0,34560,0,0,60240,0,0,0,110640,0,0,0,0,0,1146840,0,0,0,0,0,0,0
PVQL,0,0,0,0,0,0,560160,0,0,0,0,0,0,0,0,0,0,0,0,0,13680,0,0,0,0,1707360,434160,0,0,0,0,0,0,357000,0,0,0,0,0,608880,0,0,0,0,0,0,770640,0,0,4320,0,0,0,0,9840,0,4200,0,31200,0,0,24720,0,0,0,0,0,0,0,11760,1154040,0,0,0,0,172560,0,0,0,0,0,0,0,0,0,0,0,44280,23520,0,0,0,7200,556200,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,852360,0,0,0,0,0,0,0,0,9480,0,0,0,0,0,0,0,0,0,0,0,445200,0,0,3480,0,0,0,2197920,80520,0,0,0,0,0,0,0,0,0,0,46920,0,0,0,0,73080,0,0,0,15240,0,0,21600,0,0,0,0,0,0,0,101400,486960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000,13200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPR,22920,0,0,0,955920,0,0,8520,0,0,0,0,0,0,0,0,0,0,136680,86760,0,0,0,0,0,0,0,0,70800,0,0,0,0,0,0,0,0,0,0,0,0,0,27600,0,0,0,0,0,0,0,0,550440,107040,535440,1920,0,0,0,77520,27720,152040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,210240,0,0,462120,0,58440,0,0,0,0,0,0,0,0,57360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,0,0,46320,0,0,0,0,0,0,0,0,0,0,86040,0,0,372720,0,0,0,0,54720,448680,0,5640,0,0,20040,17760,0,0,0,0,0,0,0,0,6120,15240,0,146520,0,0,25800,0,0,4680,0,0,0,0,0,0,0,16800,0,0,2060760,0,25440,0,0,337920,139680,407400,0,54600,0,0,0,0,4200,17280,2178360,0,0,0,0,8160,0,111480,0,0,0,0,0,0,0,0,0,0,0,335040,0
PVT,139440,41280,67080,17400,440640,0,0,0,0,0,0,0,63960,0,48120,77400,17520,0,0,2482440,0,190800,0,24960,2040,0,0,0,2640,0,0,0,0,0,0,240,48720,0,59160,0,54360,0,5053920,0,40680,0,0,0,0,33720,0,4200,0,0,0,0,0,314640,0,2160,0,0,0,0,0,0,0,0,0,0,0,57000,0,0,0,0,0,0,0,17760,0,0,0,69240,189600,0,0,1964760,0,0,0,0,0,0,0,90480,166200,0,102840,0,34080,0,0,0,0,0,104280,0,10200,0,0,0,183960,386880,0,21720,0,0,22920,34440,0,0,561360,0,0,0,0,0,0,0,0,7440,0,0,1723080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17040,591960,0,0,0,0,0,0,3960,0,0,49680,112800,0,0,0,0,0,83880,451080,0,0,337920,0,0,2400,0,0,0,0,0,0,0,0,313800,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,2089560,0
PVPL,0,2280,0,0,1631880,0,0,0,0,0,0,0,0,0,0,0,0,0,181680,222000,0,389400,120360,0,176520,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,951120,16320,1065120,1080,0,0,0,2096880,0,1258320,0,3480,0,0,0,0,0,0,0,5160,0,0,0,0,89160,0,4080,0,0,0,0,66720,0,6720,0,0,322200,0,0,0,0,124320,0,0,0,330240,0,19440,0,0,0,0,0,0,0,0,0,0,158640,0,0,0,0,0,22560,0,0,0,183600,0,0,158400,0,0,0,1440,0,0,0,354720,0,0,0,0,0,0,0,0,0,85560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22800,0,7680,0,0,28800,0,0,8160,250560,0,0,55320,0,72360,0,0,0,139680,0,0,881160,0,0,0,0,0,0,213360,67440,1102680,0,0,0,0,0,0,0,0,0,0,18480,0,0,0,0,0,0,0,0,0
