,AWBL,SABD,AWBR,CANL,PVDL,CANR,RMFR,SMDDR,SMDDL,SAADR,URXR,RIH,RIGL,ADER,ADEL,FLPR,FLPL,ASKL,AIAL,URAVR,URYVR,IL1VR,RMDR,RMHR,URAVL,PVR,AVM,BWM-DL08,BWM-DL04,BWM-DL05,BWM-DL07,BWM-DL03,BWM-DL01,BWM-DL02,BWM-DL06,AVAL,URXL,IL2VL,IL1VL,RIBL,OLQVL,CEPDL,BWM-DR07,BWM-DR05,AIBR,URBL,URYDR,OLQDR,BWM-DR01,BWM-DR03,CEPDR,BWM-DR06,BWM-DR02,BWM-DR04,AVAR,OLQVR,OLLR,IL2R,IL2L,IL1L,SAAVL,AVJL,AVHL,RIVL,ALNL,SDQL,ALMR,RMDDL,ALNR,IL1R,AINR,AVJR,AVHR,SDQR,SMBDL,CEPVL,RIMR,RMFL,ADAR,BAGL,ASER,BWM-VR08,BWM-VL06,BWM-VL02,RMDVL,SIAVR,AVDL,PVCR,RIFR,BDUR,AVBR,AVFR,AVFL,ASHR,AIAR,ASKR,PVQR,RMGR,ASJR,AIMR,ASGR,PVPR,AVBL,BWM-DR08,URBR,RMDL,URYVL,BAGR,AVKR,AVKL,SIADR,SIBDR,ADFR,AWAR,AWCR,ASIR,AINL,AFDR,AUAR,AIYR,SMBDR,SMBVR,PVPL,AQR,PVCL,SAAVR,SAADL,SMDVR,RMDVR,SIAVL,RMHL,RICL,SIBVR,RID,AVDR,ALML,BDUL,ASHL,ADFL,RMGL,PVQL,AIML,ASJL,AIBL,AUAL,AFDL,ASGL,BWM-VL04,BWM-VL01,BWM-VL03,BWM-VL08,BWM-VL07,BWM-VL05,AVEL,ADLL,AVER,ALA,ADLR,BWM-VR06,BWM-VR02,BWM-VR04,BWM-VR07,BWM-VR05,BWM-VR01,BWM-VR03,AWCL,RMEV,CEPVR,AIZR,RICR,ASIL,DVA,RIGR,DVC,PVT,ADAL,RIML,SIBVL,SIBDL,SIADL,RIR,AVL,RIVR,RIS,SMDVL,RIAR,RIAL,RIBR,IL2VR,URADR,IL2DR,IL1DR,OLLL,RIPR,SMBVL,AIZL,AIYL,AWAL,ASEL,RIFL,RMEL,RIPL,RMED,RMER,RMDDR,URYDL,IL1DL,URADL,OLQDL,IL2DL
AVM,0,0,0,0,0,0,0,0,0,0,0,401448,153077,523100,283176,0,237895,0,0,0,0,0,0,0,0,83466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3378524,43253,0,0,0,1621002,0,0,0,0,952596,123340,0,486942,0,880619,0,0,0,16558,0,0,0,0,518369,736665,1722040,336230,1983252,1256048,76707,9799,0,0,0,0,78397,0,0,0,18923,727203,0,0,0,0,0,0,0,0,43929,95293,0,0,0,0,141250,7096,373739,149698,74680,141250,62177,735651,0,0,0,0,81438,0,0,0,8448,261888,870144,875888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67921,0,226406,0,0,0,0,0,0,0,0,0,0,0,26357,0,14530,0,566691,165918,0,0,30412,0,808304,0,0,0,0,0,1978521,0,0,0,97320,0,0,0,0,0,0,0,0,130099,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55756,0,0,16896,0,0,356167,0,0,0,0,570746,2105241,0,0,0,0,0,0,1609850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157470,0,0,0,0,0
BWM-DL04,0,0,0,0,0,0,0,19937,0,0,0,0,0,0,50012,0,0,0,0,0,0,0,647792,158484,0,0,0,356167,0,0,0,0,45281,6497863,5184030,0,0,0,0,0,0,319334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349409,219648,0,0,0,0,0,0,123002,62515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365629,0,0,0,0,0,0,0,1152645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527831,1716295,0,675,27033,0,0
BWM-DL05,0,0,0,0,0,0,0,234854,26695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11151,0,0,0,0,0,0,1326336,4933294,59811,0,0,0,0,0,0,0,0,351774,0,28723,0,0,0,0,39536,278108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559933,0,0,0,0,0,0,0,0,0,0,21626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99348,0,0,100024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488294,0,943810,0,0,0,0,0
BWM-DL07,0,0,0,0,0,0,0,87183,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326336,0,168284,0,0,0,0,0,0,0,0,0,551823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46970,0,0,0,0,0,0,0,0,0,317982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111175,0,0,0,0,0,0,0,20275,0,0,0,44943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90900,0,0,0,0,0,0,0,12165,0,0,0,0,0,0,0,0,10813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164229,0,452136,0,0,0,0,0
BWM-DL03,0,0,0,0,0,0,0,248033,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4933294,168284,0,3818833,34467,0,0,0,0,0,0,0,144291,0,166932,0,0,0,0,24668,846827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357519,0,1343232,242288,0,452474,0,0
BWM-DL01,0,0,0,0,0,0,0,15206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45281,59811,0,3818833,0,1521315,0,0,0,0,0,0,0,127057,0,15206,0,0,0,0,675164,451123,0,0,0,0,0,0,0,0,0,3041,0,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34129,99010,78735,0,388270,11489,607580,1414871,0,0
BWM-DL02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104417,0,0,0,0,0,0,0,17233,265267,79749,0,0,570746,6497863,0,0,34467,1521315,0,0,0,0,0,0,0,0,26019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101713,649820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581032,295004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78735,0,0,0,0,0,0,0,3041,0,0,0,0,0,0,0,0,0,0,22302,0,0,0,0,0,0,0,804587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47646,118947,0,2317793,411586,1013,220661,1028628,0,0
BWM-DL06,0,0,0,0,0,0,0,27709,0,0,0,0,0,0,59136,0,0,0,0,0,0,0,348395,11489,0,0,0,2105241,5184030,0,0,0,0,0,0,0,0,0,0,0,0,784650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2703,0,0,0,978616,0,0,0,0,0,0,0,183152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074247,0,0,0,0,0
AVAL,18923,0,0,0,0,0,0,1993052,367319,1072220,0,495728,0,856965,711321,1912965,221337,106444,204779,0,135168,99686,0,221675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401448,19937,0,0,0,38860,0,0,0,0,0,23992,0,0,0,1309440,0,31088,0,0,0,3159889,0,0,421048,0,0,0,21288,88197,0,6758,85493,385228,1049579,89210,0,2462760,790732,1809561,139223,166594,0,0,0,201738,0,200724,1777459,0,0,653875,0,0,33792,0,0,0,103403,0,0,0,99010,1250979,0,0,0,38860,957665,29061,0,350423,34805,0,0,21964,0,0,0,0,0,244992,0,439296,2469181,1058027,1596334,788705,296017,0,187883,694425,1766307,0,381849,160849,12165,0,735651,0,234178,218972,0,6758,1109053,597442,0,0,0,0,0,0,0,0,32778,1294571,0,0,0,0,0,0,0,0,0,0,676515,0,0,0,1436835,181125,904273,5744,762347,52715,614676,1133721,0,152739,0,0,14530,119961,14868,1675745,554188,1916682,0,41226,0,0,0,0,0,158484,0,0,0,0,0,0,0,0,0,0,195993,0,0,9461,0
URXL,282501,0,0,0,0,0,0,15544,0,0,0,386242,1332080,0,0,0,0,22302,91238,0,0,0,0,62853,145643,0,0,0,0,0,0,0,0,0,0,0,0,94617,278446,271011,84480,2241761,0,0,85155,1324308,0,0,0,0,0,0,0,0,5068,0,0,0,410572,408545,0,49674,115906,0,0,0,0,0,0,0,217282,62853,282163,0,13854,306155,0,24668,0,32440,0,0,0,0,0,0,0,0,0,0,21288,107796,0,0,0,0,0,0,0,0,0,0,2703,0,0,0,570746,11489,0,0,1013,160849,0,0,0,0,149022,0,0,0,91914,0,661647,104755,0,0,0,0,0,0,0,518031,0,0,63528,215255,0,536616,1750425,711997,0,682598,35819,0,5833512,274053,0,0,0,0,0,0,0,357181,4055,6420,190248,0,0,0,0,0,0,0,0,0,0,0,0,953948,0,268308,0,4730,0,2315089,0,0,136181,4730,2316779,0,0,0,0,0,2420520,0,0,0,0,0,94617,0,55080,74680,121313,0,0,16896,0,98672,0,0,0,1087088,13178,38860,0,1008353
IL2VL,0,0,0,0,0,0,0,0,0,0,0,1346273,88872,0,0,0,0,0,0,0,0,0,0,0,1489551,0,0,0,0,0,0,0,0,0,0,0,94617,0,1772052,0,1038428,0,0,0,143278,0,0,0,0,0,0,0,0,0,0,0,0,0,225054,0,0,0,0,0,0,0,0,130099,0,0,0,0,0,0,2027,173690,0,48660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300072,159498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7434,0,19261,40888,61839,105431,4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511610,0,0,48998,0,36495,0,118272,48998,21288,0,28047,29736,24330,0,0,4730,0,0,0,323051,0,0,0,0,0,0,0,0,0,0,0,0,0,329134,2293800,126720,578181,0,0,0,0,0,0
IL1VL,0,0,0,0,0,0,0,0,16896,0,0,373063,63866,0,0,0,0,0,0,0,0,6758,0,0,995850,0,0,0,0,0,0,0,0,0,0,0,278446,1772052,0,0,1481103,0,0,0,136857,0,0,0,0,0,0,0,0,0,0,0,1013,0,85155,757278,0,0,0,0,0,0,0,5627719,0,0,0,0,0,0,5068,1750763,0,4392,0,0,0,0,0,235192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33454,0,15544,66570,0,78059,8785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668405,37847,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,335892,0,0,103065,0,91238,0,54405,78397,19937,0,48998,76032,83128,0,337,0,0,0,0,4392,0,0,0,0,0,1417574,0,0,0,0,0,0,0,1145886,2289745,316968,0,0,0,20951,0,0,0
RIBL,426455,0,0,0,0,0,0,853923,349747,0,0,828241,421386,0,0,0,0,0,0,0,0,0,208834,0,331499,0,0,0,0,0,0,0,0,0,0,401448,271011,0,0,0,380160,358195,0,0,737679,0,0,0,0,0,0,0,0,0,0,0,0,0,13516,1013,0,0,0,66232,0,0,0,0,0,0,1069178,0,0,0,1689,302100,176732,118609,0,989767,0,0,0,0,8110,0,8448,0,0,0,465991,0,0,0,0,0,0,0,0,0,0,0,29061,0,0,0,1310453,4463923,0,77383,0,0,0,0,0,0,819118,0,107120,0,0,0,0,19937,0,0,0,1425008,0,248033,0,0,197345,900218,6082,0,0,0,155443,0,0,0,230799,46632,4265564,10813,0,0,0,0,0,0,0,436930,0,2946662,0,0,0,0,0,0,0,0,0,191600,1522667,0,0,0,129761,947189,11151,740044,400435,0,1488537,370698,528506,269998,13178,515665,0,2323537,137195,0,1995079,437944,0,0,0,0,1829836,0,0,1698723,3189288,9123,0,0,1455759,0,841420,0,0,1238814,53391,0,217282,0
OLQVL,0,0,0,0,0,0,0,0,0,0,0,4246640,725176,0,0,0,0,0,0,0,0,0,0,0,454840,0,0,0,0,0,0,0,0,0,0,19937,84480,1038428,1481103,380160,6420,0,0,0,0,143953,0,0,0,0,0,0,0,0,0,0,0,0,1590251,0,0,0,0,0,0,0,0,247695,0,0,0,19599,86169,0,0,1469276,0,70963,0,168622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125949,1351,7096,28047,0,0,0,0,0,0,0,0,0,0,0,0,39536,2365,130099,0,0,0,2399232,675,779581,329472,90562,72314,62515,124354,0,0,69949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20951,28385,0,0,0,0,0,0,0,0,0,0,447406,0,0,101376,0,50688,0,229109,282163,16896,0,0,820469,0,95293,147333,48998,188897,0,0,56094,0,0,0,0,0,507555,0,996526,20275,0,0,0,0,1053972,259522,138547,0,0,0,0,0,0,0
CEPDL,0,0,0,0,0,0,0,940769,0,0,0,1368576,2027,0,75356,0,0,0,0,0,0,0,68597,1302343,0,140236,0,1609850,319334,351774,551823,144291,127057,26019,784650,0,2241761,0,0,358195,0,0,0,0,0,2304614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57108,52715,52039,0,0,0,210186,0,0,675,0,0,0,22978,0,0,0,0,0,0,0,0,0,2245816,0,46295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630896,0,0,0,0,149360,6420,0,0,0,0,6420,0,0,0,885350,0,0,0,0,0,0,0,0,0,104417,638330,0,14868,0,628531,43253,0,0,1147576,0,11151,0,0,0,0,0,0,0,0,0,0,0,0,0,689356,0,0,0,0,0,0,0,0,0,0,0,0,0,672460,0,0,0,7772,7096,72652,0,125706,0,0,0,0,0,758292,0,55418,650158,0,0,0,0,0,1419264,0,0,0,0,0,0,87521,0,434565,0,0,1143183,1592954,1465896,1975142,1100943,1434470
BWM-DR07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512773,0,0,0,0,16220,357857,908328,0,0,0,0,0,0,0,0,0,0,0,0,49336,0,0,0,595752,0,0,0,0,0,0,288245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8448,0,0,0,0,0,0,0,357181,0,0,5068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67246,0,161525,0,0,0,0,0
BWM-DR05,0,0,0,0,0,0,0,0,366981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28723,0,166932,15206,0,0,0,0,0,0,0,0,0,2512773,0,0,0,0,0,0,5028925,263915,0,0,0,0,0,0,0,0,0,0,0,0,4392,0,0,0,900218,0,0,0,0,0,0,116920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34129,0,0,111175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375767,0,342988,0,0,0,0,0
AIBR,139560,5068,166256,0,0,0,984698,0,1598361,154767,0,0,2475264,0,0,85155,94279,0,0,0,0,0,0,0,226406,0,0,0,0,0,0,0,0,0,0,38860,85155,143278,136857,737679,0,0,0,0,0,0,16558,0,0,0,0,0,0,0,1081344,0,0,0,0,0,88197,0,0,0,0,0,0,0,0,0,94955,0,0,663674,530534,0,605552,169297,209510,0,3709009,0,0,0,12165,0,166256,22640,21626,0,1256724,0,0,1795031,4589291,1295247,228433,0,23992,0,1080668,0,0,0,0,0,328458,766402,1133045,1126963,0,193628,181125,47646,2829404,455854,851558,1414195,237895,858992,0,0,120299,322713,0,83466,530872,0,0,14530,99686,0,235868,94955,13516,0,0,0,195993,372725,0,0,0,426117,33792,87183,0,0,0,0,0,0,0,542361,0,906301,3041,1273282,0,0,0,0,0,0,0,574126,162539,0,124354,404152,0,482211,27709,1938647,872847,27033,3808696,15544,15882,1450352,417331,418344,956313,381849,321699,0,268308,15882,0,0,0,12165,0,0,0,2724648,0,0,131788,0,0,0,0,0,0,152064,0,0,0,0
URBL,0,0,0,0,0,0,0,137871,0,133140,0,0,0,0,1153658,0,0,8448,0,0,0,0,201738,1536860,0,113541,0,0,0,0,0,0,0,0,0,0,1324308,0,0,0,143953,2304614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841758,1891338,0,18247,0,63866,18585,0,0,0,0,0,0,0,0,0,0,1528750,0,0,0,0,0,0,0,0,0,0,121989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392,0,0,0,0,12503,137871,0,0,0,0,0,0,0,0,754913,0,0,0,67921,0,0,0,0,113541,205117,1474682,678543,388945,284866,228433,11489,0,0,260198,22302,0,43591,0,0,0,0,0,0,0,1689,0,0,93603,2027,0,45281,0,0,0,0,0,0,0,0,7434,0,0,0,1016125,0,200386,0,0,0,557230,0,972195,586291,0,0,0,0,0,0,0,0,0,0,0,0,0,1320253,0,310886,0,0,0,0,0,0,0,0,0,602511,46295,0,0,217282,0
URYDR,0,0,0,0,0,0,89886,0,689018,0,1477386,1477386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16558,0,0,2616852,15882,380835,1061068,0,0,0,153415,0,335554,0,0,0,67584,61163,0,40888,0,0,0,880619,0,0,5068,65218,57446,0,0,0,90562,30750,185518,0,0,0,0,0,0,0,0,0,0,11151,74342,0,7096,0,2365,0,2027,0,61839,38860,0,0,149022,0,2703,0,0,0,10475,15882,63528,20275,0,10475,37509,18247,15882,1689,1013,0,101713,0,0,0,0,61163,0,66908,3025735,0,0,0,0,2027,160174,0,0,0,0,0,0,0,0,257157,0,0,0,0,0,0,0,0,0,1017477,0,103403,43253,58798,0,0,0,0,0,0,0,56094,371712,0,39874,28723,0,47646,367994,169635,100362,0,21288,43253,50688,0,0,127733,61501,340961,0,0,0,1336473,0,1482792,815738,2791219,0,0,0,0,0,0,1013,0,0,0,703549,357857,0,0,0,0,0,0
OLQDR,0,0,0,0,0,0,71639,0,71976,0,0,2899691,0,0,0,0,0,0,0,0,0,0,10813,354140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616852,0,0,0,1713254,0,0,0,0,0,319672,886026,0,0,0,9461,0,0,0,0,0,1895731,0,0,90562,48660,41902,0,939417,0,0,34467,57784,43929,5406,0,0,0,0,0,164904,0,0,1351,109486,14192,0,0,22978,0,6420,0,64204,61501,0,0,0,0,177408,0,0,284190,39198,8448,0,0,0,9799,103065,60487,35481,49336,40888,4730,0,0,0,0,0,0,0,44267,186531,0,4055,595752,449095,148684,58460,0,0,0,0,0,0,0,0,34805,0,0,0,0,0,0,0,0,0,45281,0,51363,116920,45957,0,0,0,0,0,0,0,58460,72314,0,4730,171663,0,0,277094,75694,162201,0,0,0,0,12165,0,94617,0,33792,0,6082,0,150036,0,510935,1344245,3505582,0,65894,0,0,0,0,71301,0,0,0,215930,1541253,464640,0,0,0,0,0
BWM-DR01,0,0,0,0,0,0,0,0,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39536,0,24668,675164,0,0,0,0,0,0,0,0,0,16220,0,0,0,15882,0,0,6348165,57784,0,654888,4392,0,0,4730,0,0,0,0,0,0,0,0,0,0,217282,0,0,0,0,0,0,355829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111175,270336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2289070,0,515328,0,119623,0,0,0,0,0,0,0,0,138885,14868,35819,0,0,0,0,0
BWM-DR03,0,0,0,0,0,0,0,15206,209172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278108,0,846827,451123,0,0,0,0,0,0,0,0,0,357857,5028925,0,0,380835,0,6348165,0,375429,0,53729,0,0,0,11827,0,0,0,0,0,0,0,0,0,0,1369589,0,0,0,0,0,0,361574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5406,0,0,0,0,0,0,40212,125368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705914,0,0,72652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9461,0,0,0,0,277432,0,0,0,0,0,0,0,0,0,0,0,0,300410,0,139898,0,0,0,0,0
CEPDR,0,0,0,0,0,0,11489,0,1046538,0,1828147,1228339,0,62515,0,0,0,0,0,0,0,0,611973,439971,0,249047,0,0,0,0,0,0,0,0,0,23992,0,0,0,0,0,0,908328,263915,0,0,1061068,1713254,57784,375429,0,1065461,8785,1209753,32440,0,973885,0,0,0,0,0,0,0,0,0,532224,832634,0,40888,89210,66570,59811,0,642048,0,0,0,25006,0,0,0,0,0,6082,0,92928,23992,74680,117596,0,0,0,0,0,0,0,473425,11489,117258,0,0,0,2112337,3002757,53391,0,118272,3041,13854,0,0,0,0,0,0,13178,0,102051,0,33116,0,0,0,0,0,0,0,1586196,0,1205698,696453,224378,0,218634,0,47646,0,0,0,0,0,0,5744,0,0,0,0,0,0,0,0,0,846827,0,47646,0,0,0,0,451461,0,0,0,0,0,0,0,0,851558,0,0,68597,99686,83466,0,2703,0,0,11489,0,3717,0,1437511,0,1393582,159836,403476,0,1229352,1459814,1688924,0,0,0,0,0,0,0,0,0,0,18247,0,362250,0,0,0,0,0
BWM-DR06,0,0,0,0,0,0,0,0,6420,0,0,0,0,0,0,0,0,0,0,0,0,0,63528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065461,0,925562,3579924,0,0,0,0,0,0,0,0,0,0,0,0,0,902584,5068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280811,0,0,0,0,0,2503987,0,107120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40212,0,0,0,0,0,0,10475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188897,0,0,0,0,0,0,0,0,0,45281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654888,53729,8785,925562,0,7874549,0,0,0,0,0,0,0,0,0,0,0,0,0,585615,0,533575,0,0,0,0,92590,0,0,0,0,0,0,0,0,0,5406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204779,0,65556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422400,0,520058,0,13516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2466478,31426,0,0,0,0,0,35819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347719,0,459233,0,100700,0,0,0,0,0,0,2196480,0,2703,40550,0,0,0,0,0,0
